Cat.No,Compound name,Target Class,Primary Target*,Primary Action,Brief Description,Batch,Product Data Sheet,Plate Number,Plate Location
6075,Nutlin 3a,Enzymes,Ubiquitin E3 Ligases,Inhibitor,MDM2 antagonist; active enantiomer of Nutlin-3 (Cat. No. 3984),1,Datasheet_6075,14,F04
6089,Nexinhib20,Enzymes,Other Small Monomeric GTPases,Inhibitor,Rab27 inhibitor; inhibits neutrophil exocytosis; active in vivo,1,Datasheet_6089,14,F07
6098,Lalistat 1,Enzymes,Lysosomal Acid Lipase (LAL),Inhibitor,Potent and selective LAL inhibitor,1,Datasheet_6098,14,F08
6099,Lalistat 2,Enzymes,Lysosomal Acid Lipase (LAL),Inhibitor,Selective LAL inhibitor,1,Datasheet_6099,14,F09
6106,T 3364366,Enzymes,Other Oxygenases/Oxidases,Inhibitor,Potent and reversible fatty acid desaturase 1 inhibitor; orally bioavailable,1,Datasheet_6106,14,F10
6114,PF 06409577,Enzymes,AMPK,Activator,Potent and selective allosteric activator of AMPK,1,Datasheet_6114,14,G02
6115,PF 06273340,Enzyme-Linked Receptors,Trk Receptors,Inhibitor,Potent and selective pan-Trk inhibitor; peripherally restricted,1,Datasheet_6115,14,G03
6119,OB 24 hydrochloride,Enzymes,Heme Oxygenase,Inhibitor,Potent and selective heme oxygenase 1 (HO-1) inhibitor,1,Datasheet_6119,14,G05
6125,TC JL 37,Enzymes,JAK Kinase,Inhibitor,Potent TYK2 inhibitor,1,Datasheet_6125,14,G06
6156,VH 298,Enzymes,Ubiquitin E3 Ligases,Inhibitor,High-affinity inhibitor of VHL,1,Datasheet_6156,14,G10
6157,cis VH 298,Enzymes,Ubiquitin E3 Ligases,Control,Negative control for VH 298,1,Datasheet_6157,14,G11
6174,CVT 313,Enzymes,Cyclin-dependent Kinase,Inhibitor,Cdk2 and cdk5 inhibitor,1,Datasheet_6174,14,H07
6180,NMS 873,Enzymes,p97 ATPase,Inhibitor,Potent and selective p97 ATPase (VCP) allosteric inhibitor,1,Datasheet_6180,14,H09
6194,TM 5441,Enzymes,Plasminogen Activator Inhibitor 1,Inhibitor,Plasminogen activator inhibitor-1 (PAI-1) inhibitor,1,Datasheet_6194,15,A02
6196,Brequinar sodium,Enzymes,Dihyroorotate Dehydrogenase,Inhibitor,Potent and selective DHODH inhibitor,3,Datasheet_6196,15,A04
6208,MS 275,Enzymes,Class I HDACs,Inhibitor,HDAC (Class I) inhibitor,1,Datasheet_6208,15,A09
6230,Rucaparib camsylate,Enzymes,Poly(ADP-ribose) Polymerase,Inhibitor,PARP inhibitor,1,Datasheet_6230,15,B02
6231,Dacomitinib,Enzyme-Linked Receptors,EGFR,Inhibitor,Potent irreversible pan ErbB inhibitor,1,Datasheet_6231,15,B03
6236,O8 OGG1 Inhibitor,Enzymes,Glycosylases,Inhibitor,Potent and selective 8-oxoguanine DNA glycosylase 1 (OGG1) inhibitor,1,Datasheet_6236,15,B05
6245,SM 16,Enzyme-Linked Receptors,TGF-beta Receptors,Inhibitor,Potent TGF-βRI inhibitor; orally bioavailable,1,Datasheet_6245,15,B09
6248,EHop 016,Enzymes,Rho,Inhibitor,Rac inhibitor,1,Datasheet_6248,15,B10
6249,Givinostat hydrochloride,Enzymes,Non-selective HDACs,Inhibitor,Histone deacetylase inhibitor,1,Datasheet_6249,15,B11
6258,CC 401 dihydrochloride,Enzymes,JNK/c-jun,Inhibitor,High affinity JNK inhibitor; also inhibits HCMV replication,1,Datasheet_6258,15,C03
6273,CRT 0105950,Enzymes,LIMK,Inhibitor,Potent LIMK1/2 inhibitor,1,Datasheet_6273,15,C04
6281,SLM 6031434 hydrochloride,Enzymes,Sphingosine Kinase,Inhibitor,Selective sphingosine kinase 2 (Sphk2) inhibitor,1,Datasheet_6281,15,C08
6284,BRD 73954,Enzymes,Class II HDACs,Inhibitor,Dual histone deacetylase (HDAC) 6/8 inhibitor,1,Datasheet_6284,15,C09
6289,JH-II-127,Enzymes,LRRK2,Inhibitor,Potent and selective LRRK2 inhibitor,1,Datasheet_6289,15,C11
6305,Lenalidomide,Enzymes,Ubiquitin E3 Ligases,Other,Cereblon binder; induces ubiquitination and degradation of CK1α by E3 ubiquitin ligase,2,Datasheet_6305,15,D04
6311,Tadalafil,Enzymes,Phosphodiesterases,Inhibitor,Potent and highly selective PDE5 inhibitor; orally bioavailable,1,Datasheet_6311,15,D05
6319,CBM 301940,Enzymes,Decarboxylases,Inhibitor,Potent malonyl-CoA decarboxylase inhibitor; orally bioavailable,1,Datasheet_6319,15,D06
6320,ESI 05,Enzymes,EPAC,Inhibitor,Epac2 inhibitor,1,Datasheet_6320,15,D07
6324,Autophinib,Enzymes,PI 3-Kinase,Inhibitor,Potent VPS34 inhibitor,1,Datasheet_6324,15,D08
6330,AZ 5704,Enzymes,ATM & ATR Kinase,Inhibitor,Potent and selective ATM kinase inhibitor; orally bioavailable,1,Datasheet_6330,15,D09
6340,Epiblastin A,Enzymes,Casein Kinase 1,Inhibitor,CK1 inhibitor; converts epiblast stem cells to ESCs and promotes ESC self-renewal,1,Datasheet_6340,15,D11
6343,Rosuvastatin calcium,Enzymes,HMG-CoA Reductase,Inhibitor,Potent HMG-CoA reductase inhibitor,1,Datasheet_6343,15,E03
6344,OUL 35,Enzymes,Poly(ADP-ribose) Polymerase,Inhibitor,Selective PARP-10 inhibitor,1,Datasheet_6344,15,E04
6346,PF 5006739,Enzymes,Casein Kinase 1,Inhibitor,Potent CK1δ/ε inhibitor,2,Datasheet_6346,15,E05
6349,Pelitinib,Enzyme-Linked Receptors,EGFR,Inhibitor,Potent and irreversible EGFR inhibitor; orally bioavailable,1,Datasheet_6349,15,E07
6363,Avagacestat,Enzymes,Gamma-Secretase,Inhibitor,Highly potent γ-secretase inhibitor; orally bioavailable,1,Datasheet_6363,15,E11
6364,Squarunkin A hydrochloride,Enzymes,Src Kinases,Other,UNC119 chaperone-cargo interaction inhibitor; disrupts Src activation,1,Datasheet_6364,15,F02
6374,PF 04457845,Enzymes,Fatty Acid Amide Hydrolase (FAAH),Inhibitor,Potent and selective irreversible FAAH inhibitor,1,Datasheet_6374,15,F05
6384,Ciclopirox,Enzymes,Histone Demethylases,Inhibitor,Pan-histone demethylase inhibitor,1,Datasheet_6384,15,F07
6387,A 485,Enzymes,Histone Acetyltransferases,Inhibitor,Potent and selective p300/CBP inhibitor; orally bioavailable,1,Datasheet_6387,15,F08
6405,PF 05180999,Enzymes,Phosphodiesterases,Inhibitor,Potent and selective PDE2A inhibitor,1,Datasheet_6405,15,F09
6407,Fendiline Hydrochloride,Enzymes,Ras GTPases,Inhibitor,Inhibits KRas localization to the plasma membrane; also L-type calcium channel blocker,1,Datasheet_6407,15,F10
6429,ML 210,Enzymes,Ras GTPases,Inhibitor,Selectively kills mutant HRAS-expressing cells; glutathione peroxidase inhibitor; induces ferroptosis,1,Datasheet_6429,15,G02
6435,ML 323,Enzymes,Deubiquitinating Enzymes,Inhibitor,Potent and selective USP1-UAF1 allosteric inhibitor,1,Datasheet_6435,15,G04
6438,BRD 6989,Enzymes,Cyclin-dependent Kinase,Inhibitor,Cdk8 inhibitor; enhances IL-10 production,1,Datasheet_6438,15,G05
6439,JNJ 0966,Enzymes,Matrix Metalloprotease,Inhibitor,Pro-MMP9 activation inhibitor,1,Datasheet_6439,15,G06
6448,ML 351,Enzymes,Lipoxygenase,Inhibitor,Selective 12/15 LOX inhibitor; active in vivo,1,Datasheet_6448,15,G07
6454,LY 2603618,Enzymes,Checkpoint Kinases,Inhibitor,Potent and selective Chk1 inhibitor,1,Datasheet_6454,15,G08
6479,CU CPT 9a,Enzyme-Linked Receptors,Toll-like Receptors,Inhibitor,Highly potent TLR8 inhibitor,1,Datasheet_6479,15,G10
6482,XMU MP 1,Enzymes,Other Kinases,Inhibitor,Potent and selective MST1/2 inhibitor; orally bioavailable,1,Datasheet_6482,15,G11
6492,GSK'872,Enzymes,RIP Kinases,Inhibitor,Potent and selective RIP3 kinase inhibitor,1,Datasheet_6492,15,H04
6505,Avasimibe,Enzymes,Acyl-CoA:Cholesterol Acyltransferase,Inhibitor,ACAT inhibitor,1,Datasheet_6505,15,H05
6506,PF 06551600 malonate,Enzymes,JAK Kinase,Inhibitor,Potent and selective JAK3 inhibitor,1,Datasheet_6506,15,H06
6507,Saxagliptin hydrochloride,Enzymes,Dipeptidyl Peptidase IV (DPP-IV),Inhibitor,High affinity DPP-IV inhibitor; active in vivo,1,Datasheet_6507,15,H07
6516,EPZ 015666,Enzymes,Protein Arginine Methyltransferases,Inhibitor,Potent and selective PRMT5 inhibitor,1,Datasheet_6516,15,H09
6520,Abiraterone acetate,Enzymes,Cytochrome P450,Inhibitor,Potent CYP17A1 inhibitor,1,Datasheet_6520,15,H11
6528,SGC AAK1 1,Enzymes,Other Kinases,Inhibitor,AAK1 and BMP2K inhibitor; activates Wnt signaling,1,Datasheet_6528,16,A02
6534,TH 5427 hydrochloride,Enzymes,Other Hydrolases,Inhibitor,Potent NUDT5 inhibitor,1,Datasheet_6534,16,A03
6537,UNC 2881,Enzyme-Linked Receptors,Other RTKs,Inhibitor,Potent Mer kinase inhibitor,1,Datasheet_6537,16,A04
6558,CP 43,Enzymes,Other Kinases,Inhibitor,Potent TAOK inhibitor,1,Datasheet_6558,16,A11
6559,LY 450139,Enzymes,Gamma-Secretase,Inhibitor,γ-secretase pseudo-inhibitor,1,Datasheet_6559,16,B02
6564,SGC GAK 1,Enzymes,Other Kinases,Inhibitor,High affinity cyclin G associated kinase (GAK) inhibitor,1,Datasheet_6564,16,B03
6577,Pyridone 6,Enzymes,JAK Kinase,Inhibitor,Potent pan-JAK inhibitor; induces intermediate mesoderm; cell-permeable,1,Datasheet_6577,16,B06
6579,BAY 826,Enzyme-Linked Receptors,Other RTKs,Inhibitor,Potent Tie2 inhibitor,1,Datasheet_6579,16,B08
6597,SPRi 3,Enzymes,Other Reductase,Inhibitor,Potent sepiapterin reductase (SPR) inhibitor; attenuates proliferation of CD4+ T cells,1,Datasheet_6597,16,B10
6598,OD 36 hydrochloride,Enzymes,RIP Kinases,Inhibitor,Potent RIP2 kinase inhibitor,1,Datasheet_6598,16,B11
6618,MB 05032,Enzymes,Other Transferases,Inhibitor,Potent FBPase inhibitor; promotes HSC expansion,1,Datasheet_6618,16,C03
6626,AP C5,Enzymes,Protein Kinase G,Inhibitor,Potent and selective PKG2 inhibitor,1,Datasheet_6626,16,C04
6641,Roflumilast,Enzymes,Phosphodiesterases,Inhibitor,Potent and selective PDE4 inhibitor,1,Datasheet_6641,16,C05
6652,NGI 1,Enzymes,Other Transferases,Inhibitor,Oligosaccharyltransferase (OST) inhibitor; anti-flaviviral,1,Datasheet_6652,16,C06
6654,VAS 2870,Enzymes,NADPH Oxidase,Inhibitor,NADPH oxidase (Nox) inhibitor,1,Datasheet_6654,16,C08
6692,WM 1119,Enzymes,Histone Acetyltransferases,Inhibitor,High affinity KAT6A (MOZ) competitive inhibitor,1,Datasheet_6692,16,D06
6701,1A-116,Enzymes,Rho,Inhibitor,Rac1 inhibitor; blocks Rac1-P-Rex1 interaction,1,Datasheet_6701,16,D07
6710,Darunavir,Enzymes,Other Proteases,Inhibitor,Highly potent HIV protease inhibitor,1,Datasheet_6710,16,D09
6712,A 77-01,Enzyme-Linked Receptors,TGF-beta Receptors,Inhibitor,Potent inhibitor of TGF-βRI,1,Datasheet_6712,16,D10
6728,RGFP 966,Enzymes,Class I HDACs,Inhibitor,Potent and selective HDAC3 inhibitor,1,Datasheet_6728,16,E02
6742,Acetazolamide,Enzymes,Carbonic anhydrases,Inhibitor,Carbonic anhydrase inhibitor,1,Datasheet_6742,16,E03
6753,CHS 828,Enzymes,NAMPT,Inhibitor,NAMPT inhibitor; active in vivo and cytotoxic,1,Datasheet_6753,16,E04
6754,LJI308,Enzymes,RSK,Inhibitor,Potent pan-RSK inhibitor,1,Datasheet_6754,16,E05
6755,Darapladib,Enzymes,Phospholipases,Inhibitor,Potent lp-PLA2 inhibitor,1,Datasheet_6755,16,E06
6760,Raphin 1,Enzymes,Protein Ser/Thr Phosphatases,Inhibitor,Inhibitor of the regulatory subunit PPP1R15B of protein phosphatase 1; orally bioavailable and brain penetrant,1,Datasheet_6760,16,E08
6765,JTP 103237,Enzymes,Other Transferases,Inhibitor,Potent and selective monoacyglycerol acyltransferase 2 (MOGAT2) inhibitor,1,Datasheet_6765,16,E10
6788,Quizartinib,Enzyme-Linked Receptors,FLT3,Inhibitor,Highly potent FLT3 inhibitor,1,Datasheet_6788,16,F07
6793,Dasatinib,Enzymes,Src Kinases,Inhibitor,Highly potent pan-Src/Bcr-Abl inhibitor,1,Datasheet_6793,16,F08
6803,MRK 740,Enzymes,Other Lysine Methyltransferases,Inhibitor,Potent PRDM9 inhibitor,1,Datasheet_6803,16,F09
6812,Afatinib dimaleate,Enzyme-Linked Receptors,EGFR,Inhibitor,Potent dual specificity EGFR/HER2 inhibitor; active in vivo,1,Datasheet_6812,16,F10
6816,Sitagliptin phosphate,Enzymes,Dipeptidyl Peptidase IV (DPP-IV),Inhibitor,Potent and selective DPP IV inhibitor,1,Datasheet_6816,16,F11
6821,ZAP 180013,Enzyme-Linked Receptors,Other RTKs,Inhibitor,Zap70 inhibitor; inhibits interaction with ITAMs,1,Datasheet_6821,16,G03
6857,BAY 293,Enzymes,Ras GTPases,Inhibitor,Potent KRas/SOS1 interaction inhibitor,1,Datasheet_6857,16,G05
6899,TH 257,Enzymes,LIMK,Inhibitor,Potent and selective allosteric LIMK 1/2 inhibitor,1,Datasheet_6899,16,H04
6904,Idasanutlin,Enzymes,Ubiquitin E3 Ligases,Inhibitor,Potent MDM2 inhibitor; inhibits MDM2-p53 interaction,1,Datasheet_6904,16,H05
6908,TR 14035,Enzyme-Linked Receptors,Integrins,Antagonist,Potent integrin α4β7 and α4β1 (VLA-4) antagonist; orally bioavailable,1,Datasheet_6908,16,H06
6978,AZD 5363,Enzymes,Akt (Protein Kinase B),Inhibitor,Potent pan-AKT inhibitor,1,Datasheet_6978,16,H09
7064,Ruxolitinib,Enzymes,JAK,Inhibitor,Potent and selective JAK1/JAK2 inhibitor; orally bioavailable,1,Datasheet_7064,1,E02
7158,FMF-04-159-2,Enzymes,Cyclin-dependent Kinase,Inhibitor,Potent covalent CDK14 and CDK16 inhibitor; also inhibits other TAIRE kinase family members,1,Datasheet_7158,2,C10
7226,Remdesivir,Enzymes,RNA Polymerase,Inhibitor,Viral RNA-dependent RNA polymerase (RdRP) inhibitor; broad spectrum antiviral nucelotide prodrug,1,Datasheet_7226,7,C05
7280,GRL 0617,Enzymes,Papain-like Proteases,Inhibitor,Coronavirus PLpro inhibitor,1,Datasheet_7280,14,G08
0189,DNQX,Ion Channels,AMPA Receptors,Antagonist,Selective non-NMDA iGluR antagonist,14,Datasheet_0189,1,A02
0190,CNQX,Ion Channels,AMPA Receptors,Antagonist,Potent and selective non-NMDA iGluR antagonist,34,Datasheet_0190,1,A03
0223,Kynurenic acid,Ion Channels,Non-selective Ionotropic Glutamate,Antagonist,Broad spectrum glutamatergic antagonist,58,Datasheet_0223,1,A04
0286,"5,7-Dichlorokynurenic acid",Ion Channels,NMDA Receptors,Antagonist,Potent NMDA antagonist; acts at glycine site,6,Datasheet_0286,1,A06
0373,NBQX,Ion Channels,AMPA Receptors,Antagonist,Potent AMPA antagonist; more selective than CNQX (Cat. No. 0190),16,Datasheet_0373,1,A09
0456,Chlormezanone,Ion Channels,GABAA Receptors,Benzodiazepine,Positive allosteric modulator of benzodiazepine site,4,Datasheet_0456,1,B03
0554,FG 7142,Ion Channels,GABAA Receptors,Benzodiazepine,Benzodiazepine inverse agonist,12,Datasheet_0554,1,B08
0593,NPPB,Ion Channels,Ca2+-Activated Chloride Channels,Blocker,Inhibits calcium-sensitive chloride currents,4,Datasheet_0593,1,B10
0640,MDL 72222,Ion Channels,5-HT3 Receptors,Antagonist,5-HT3 antagonist,3,Datasheet_0640,1,C02
0685,Diltiazem hydrochloride,Ion Channels,Cav1.x Channels,Blocker,CaV1.x blocker,4,Datasheet_0685,1,C07
0713,Cyclothiazide,Ion Channels,AMPA Receptors,Modulator,Positive allosteric modulator of AMPA receptors; inhibits AMPA desensitization,8,Datasheet_0713,1,C11
0742,"L-689,560",Ion Channels,NMDA Receptors,Antagonist,Highly potent NMDA antagonist,5,Datasheet_0742,1,D03
0807,THIP hydrochloride,Ion Channels,GABAA Receptors,Agonist,GABAA agonist,20,Datasheet_0807,1,D08
0911,Glibenclamide,Ion Channels,Inward rectifier Potassium Channels,Blocker,Kir6 (KATP) channel blocker,4,Datasheet_0911,1,E05
0924,(+)-MK 801 maleate,Ion Channels,NMDA Receptors,Antagonist,Non-competitive NMDA antagonist; acts at ion channel site,12,Datasheet_0924,1,E07
0955,(-)-MK 801 maleate,Ion Channels,NMDA Receptors,Antagonist,NMDA antagonist; less active enantiomer of (+)-MK 801,2,Datasheet_0955,1,F03
1000,ZD 7288,Ion Channels,HCN Channels,Blocker,Inhibits pacemaker (If) current,6,Datasheet_1000,1,F09
1041,1-EBIO,Ion Channels,Ca2+-Activated Potassium Channels,Activator,Activator of epithelial KCa channels,7,Datasheet_1041,1,G05
1262,SR 95531 hydrobromide,Ion Channels,GABAA Receptors,Antagonist,Competitive and selective GABAA antagonist,14,Datasheet_1262,2,B03
1327,"L-655,708",Ion Channels,GABAA Receptors,Benzodiazepine,Benzodiazepine inverse agonist; selective for α5-containing GABAA receptors,6,Datasheet_1327,2,B10
1328,Flumazenil,Ion Channels,GABAA Receptors,Benzodiazepine,Benzodiazepine antagonist,4,Datasheet_1328,2,B11
1412,Chromanol 293B,Ion Channels,Voltage-Gated Potassium Channels,Blocker,IKs blocker. Also blocks ICFTR,1,Datasheet_1412,2,C11
1422,DCEBIO,Ion Channels,CFTR,Activator,Activates Cl- conductance and hKCa3.1 channels,3,Datasheet_1422,2,D03
1454,GYKI 52466 dihydrochloride,Ion Channels,AMPA Receptors,Antagonist,Selective non-competitive AMPA antagonist,7,Datasheet_1454,2,D11
1470,Flecainide acetate,Ion Channels,Voltage-gated Sodium Channels,Blocker,Cardiac Na+ channel blocker. Antiarrhythmic,2,Datasheet_1470,2,E02
1475,"(-)-[3R,4S]-Chromanol 293B",Ion Channels,Voltage-Gated Potassium Channels,Blocker,IKs blocker. Enantiomer of Chromanol 293B (Cat. No. 1412),2,Datasheet_1475,2,E03
1545,(R)-(+)-Bay K 8644,Ion Channels,Cav1.x Channels,Blocker,CaV1.x blocker; (R)-(+)-enantiomer of (±)-Bay K 8644; also TMEM176B inhibitor,3,Datasheet_1545,2,E10
1546,(S)-(-)-Bay K 8644,Ion Channels,Cav1.x Channels,Activator,CaV1.x activator; (S)-(-)-enantiomer of (±)-Bay K 8644,7,Datasheet_1546,2,E11
1594,Ro 25-6981 maleate,Ion Channels,NMDA Receptors,Antagonist,GluN2B-selective NMDA antagonist,7,Datasheet_1594,2,F10
1615,SB 366791,Ion Channels,TRPV,Antagonist,"Potent, selective, competitive TRPV1 antagonist",1,Datasheet_1615,2,G03
1636,IEM 1460,Ion Channels,AMPA Receptors,Blocker,Open-channel blocker of AMPA currents; selective for non-GluA2-containing receptors,3,Datasheet_1636,2,G05
1795,Zacopride hydrochloride,Ion Channels,5-HT3 Receptors,Antagonist,Highly potent 5-HT3 antagonist; also 5-HT4 agonist,4,Datasheet_1795,3,A06
1808,E-4031 dihydrochloride,Ion Channels,Voltage-Gated Potassium Channels,Blocker,KV11.1 (hERG) channel blocker; inhibits rapid delayed rectifier K+ current (IKr),4,Datasheet_1808,3,A08
1999,Linopirdine dihydrochloride,Ion Channels,Voltage-Gated Potassium Channels,Blocker,KV7 (KCNQ) channel blocker,2,Datasheet_1999,3,C08
2005,Ro 04-5595 hydrochloride,Ion Channels,NMDA Receptors,Antagonist,GluN2B-selective NMDA antagonist,1,Datasheet_2005,3,C10
2079,UBP 302,Ion Channels,Kainate Receptors,Antagonist,Potent and selective kainate antagonist; active enantiomer of UBP 296 (Cat. No. 2078),5,Datasheet_2079,3,D09
2095,PNU 37883 hydrochloride,Ion Channels,Inward rectifier Potassium Channels,Blocker,Vascular Kir6 (KATP) channel blocker,1,Datasheet_2095,3,D11
2195,Eliprodil,Ion Channels,NMDA Receptors,Antagonist,Non-competitive and GluN2B-selective NMDA antagonist,1,Datasheet_2195,3,E11
2198,Mibefradil dihydrochloride,Ion Channels,Cav3.x Channels,Blocker,CaV3.x blocker,4,Datasheet_2198,3,F03
2303,PNU 282987,Ion Channels,Nicotinic (a7) Receptors,Agonist,Selective α7 nAChR agonist,5,Datasheet_2303,3,G09
2316,AMG 9810,Ion Channels,TRPV,Antagonist,"Potent and selective, competitive antagonist of TRPV1",2,Datasheet_2316,3,H03
2345,ZK 200775,Ion Channels,AMPA Receptors,Antagonist,Competitive non-NMDA iGluR antagonist,1,Datasheet_2345,3,H10
2348,Gavestinel,Ion Channels,NMDA Receptors,Antagonist,Potent and selective NMDA antagonist; acts at the glycine site,1,Datasheet_2348,4,A02
2349,Dihydro-beta-erythroidine hydrobromide,Ion Channels,Nicotinic Receptors (Other Subtypes),Antagonist,"α4β2, muscle type and Torpedo nAChR antagonist",11,Datasheet_2349,4,A03
2456,Co 101244 hydrochloride,Ion Channels,NMDA Receptors,Antagonist,GluN2B-selective NMDA antagonist,1,Datasheet_2456,4,B07
2498,PNU 120596,Ion Channels,Nicotinic (a7) Receptors,Modulator,Positive allosteric modulator of α7 nAChRs; active in vivo,3,Datasheet_2498,4,C09
2530,PPDA,Ion Channels,NMDA Receptors,Antagonist,GluN2C/GluN2D-selective NMDA antagonist,2,Datasheet_2530,4,D05
2571,Amlodipine besylate,Ion Channels,Cav1.x Channels,Blocker,CaV1.x blocker,1,Datasheet_2571,4,E05
2665,BMS 191011,Ion Channels,Ca2+-Activated Potassium Channels,Activator,Potent BKCa (KCa1.1) channel opener,2,Datasheet_2665,4,G04
2830,PD 118057,Ion Channels,Voltage-Gated Potassium Channels,Activator,Selective KV11.1 (hERG) channel activator,1,Datasheet_2830,5,B04
2867,Flupirtine maleate,Ion Channels,Voltage-Gated Potassium Channels,Activator,KV7 channel activator; also GABAA modulator and indirect NMDA antagonist,3,Datasheet_2867,5,C03
2896,HC 030031,Ion Channels,TRPA1,Blocker,Selective TRPA1 blocker,4,Datasheet_2896,5,C06
2960,Felodipine,Ion Channels,Cav1.x Channels,Blocker,CaV1.x blocker,1,Datasheet_2960,5,D09
2972,A 438079 hydrochloride,Ion Channels,P2X Receptors,Antagonist,Competitive P2X7 antagonist,5,Datasheet_2972,5,E02
2976,A 803467,Ion Channels,Voltage-gated Sodium Channels,Blocker,Selective NaV1.8 channel blocker,3,Datasheet_2976,5,E03
2995,NS 1738,Ion Channels,Nicotinic (a7) Receptors,Modulator,Positive allosteric modulator of α7 nAChRs; active in vivo,1,Datasheet_2995,5,E08
3062,NS 1643,Ion Channels,Voltage-Gated Potassium Channels,Activator,KV11.1 (hERG) channel activator; antiarrhythmic,1,Datasheet_3062,5,F07
3083,DMCM hydrochloride,Ion Channels,GABAA Receptors,Benzodiazepine,Benzodiazepine inverse agonist,3,Datasheet_3083,5,G03
3092,PHA 543613 hydrochloride,Ion Channels,Nicotinic (a7) Receptors,Agonist,Potent and selective α7 nAChR agonist,3,Datasheet_3092,5,G04
3134,PHA 568487,Ion Channels,Nicotinic (a7) Receptors,Agonist,Selective α7 nAChR agonist,2,Datasheet_3134,5,H05
3197,Polygodial,Ion Channels,TRPA1,Activator,TRPA1 channel activator; analgesic and antifungal,2,Datasheet_3197,6,A02
3250,"L-838,417",Ion Channels,GABAA Receptors,Agonist,GABAA partial agonist; displays subtype selectivity,5,Datasheet_3250,6,B03
3296,AP 18,Ion Channels,TRPA1,Blocker,Reversible TRPA1 channel blocker,2,Datasheet_3296,6,C07
3323,AZ 10606120 dihydrochloride,Ion Channels,P2X Receptors,Antagonist,Potent P2X7 receptor antagonist,2,Datasheet_3323,6,D07
3361,JNJ 17203212,Ion Channels,TRPV,Antagonist,"Reversible, competitive and potent TRPV1 antagonist",1,Datasheet_3361,6,E07
3378,EIPA,Ion Channels,TRPP,Blocker,Inhibits TRPP3-mediated currents; also inhibits the Na+/H+ exchanger (NHE),2,Datasheet_3378,6,F04
3379,Phenamil,Ion Channels,TRPP,Blocker,Inhibits TRPP3-mediated currents; also inhibits epithelial Na+ channels,1,Datasheet_3379,6,F05
3579,5-BDBD,Ion Channels,P2X Receptors,Antagonist,Potent and selective P2X4 antagonist,2,Datasheet_3579,7,A07
3620,Topiramate,Ion Channels,Kainate Receptors,Antagonist,GluK1 antagonist; inhibits carbonic anhydrase (CA) II and IV; also positive allosteric modulator of GABAA receptors,1,Datasheet_3620,7,B06
3621,UBP 310,Ion Channels,Kainate Receptors,Antagonist,GluK1-selective kainate antagonist,4,Datasheet_3621,7,B07
3670,SKA 31,Ion Channels,Ca2+-Activated Potassium Channels,Activator,Activator of KCa3.1 and KCa2 channels,1,Datasheet_3670,7,C10
3679,DS2,Ion Channels,GABAA Receptors,Modulator,Positive allosteric modulator of GABAA receptors; displays subunit selectivity,2,Datasheet_3679,7,C11
3694,Kynurenic acid sodium salt,Ion Channels,Non-selective Ionotropic Glutamate,Antagonist,Sodium salt of kynurenic acid (Cat. No. 0223),2,Datasheet_3694,7,D04
3701,A 740003,Ion Channels,P2X Receptors,Antagonist,Potent and selective P2X7 antagonist,3,Datasheet_3701,7,D06
3745,RN 1747,Ion Channels,TRPV,Agonist,Selective TRPV4 agonist,2,Datasheet_3745,7,E07
3746,RN 1734,Ion Channels,TRPV,Antagonist,Selective TRPV4 antagonist,2,Datasheet_3746,7,E08
3754,Varenicline tartrate,Ion Channels,Nicotinic (a4b2) Receptors,Agonist,Selective α4β2 nAChR partial agonist; orally active,3,Datasheet_3754,7,E11
3757,Dofetilide,Ion Channels,Voltage-Gated Potassium Channels,Blocker,KV11.1 (hERG) channel blocker; inhibits rapid delayed rectifier K+ current (IKr),1,Datasheet_3757,7,F03
3817,MRK 016,Ion Channels,GABAA Receptors,Inverse Agonist,α5-selective GABAA inverse agonist,3,Datasheet_3817,7,G06
3837,CCMI,Ion Channels,Nicotinic (a7) Receptors,Modulator,Positive allosteric modulator of α7 nAChRs,1,Datasheet_3837,7,H02
3865,Licarbazepine,Ion Channels,Voltage-gated Sodium Channels,Blocker,Active metabolite of oxcarbazepine (Cat. No. 3864),1,Datasheet_3865,7,H07
3875,BCTC,Ion Channels,TRPV,Antagonist,TRPV1 antagonist,1,Datasheet_3875,7,H11
3891,VU 590 dihydrochloride,Ion Channels,Inward rectifier Potassium Channels,Blocker,Inhibitor of Kir1.1 (ROMK) and Kir7.1,1,Datasheet_3891,8,A04
3895,NS 309,Ion Channels,Ca2+-Activated Potassium Channels,Activator,Positive modulator of KCa2 and KCa3.1 channels,2,Datasheet_3895,8,A05
3911,S 18986,Ion Channels,AMPA Receptors,Modulator,Positive allosteric modulator of AMPA receptors,1,Datasheet_3911,8,A10
3938,TCS 5861528,Ion Channels,TRPA1,Blocker,TRPA1 blocker,1,Datasheet_3938,8,B09
3939,YM 58483,Ion Channels,Other Calcium Channels,Inhibitor,Inhibitor of SOCE in non-excitable cells,2,Datasheet_3939,8,B10
4105,CIQ,Ion Channels,NMDA Receptors,Modulator,Potentiator of NMDA receptors containing GluN2C/GluN2D,3,Datasheet_4105,8,F03
4117,Bepridil hydrochloride,Ion Channels,Non-selective Cav Channels,Blocker,Non-selective Ca2+ channel blocker; also NCX inhibitor,3,Datasheet_4117,8,F05
4141,LY 2087101,Ion Channels,Nicotinic (a7) Receptors,Modulator,"Allosteric potentiator of α7, α4β2 and α4β4 nAChRs",2,Datasheet_4141,8,G02
