catalog_id,smiles,product_name,pubchem_id,chemical_name,molecular_formula,cas_numeber,molecular_weight_batch,target_class,primary_target,primary_action,brief_description,batch,rdkit_smiles,chemical_cluster_0.75,medoid_0.75
1047,OC1=CC=C2C(C[C@@H](CCCCCCCCCS(CCCC(F)(C(F)(F)F)F)=O)C3([H])[C@@]([H])2CC[C@@]4(C)[C@@](CC[C@@H]4O)3[H])=C1,"ICI 182,780",17756771,"7?,17?-[9-[(4,4,5,5,5-Pentafluoropentyl)sulfinyl]nonyl]estra-1,3,5(10)-triene-3,17-diol",C32H47F5O3S,[129453-61-8],606.77,Nuclear Receptors,Estrogen and Related Receptors,Antagonist,Estrogen receptor antagonist,22,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)C3[C@@H]1CC[C@@H]2O,122,1
1050,Cl.COC1=CC(OC)=C(NS(=O)(=O)C2=CC=C(C=C2)C(F)(F)F)C=C1C(=O)CCCCN1CCC2(CC1)NC(=O)NC2=O,RS 102221 hydrochloride,18931299,"8-[5-(2,4-Dimethoxy-5-(4-trifluoromethylphenylsulphonamido)phenyl-5-oxopentyl]-1,3,8-triazaspiro[4.5]decane-2,4-dione hydrochloride",C27H31F3N4O7S.HCl,[187397-18-8],658.09,7-TM Receptors,5-HT2C Receptors,Antagonist,Selective 5-HT2C antagonist,14,COc1cc(OC)c(C(=O)CCCCN2CCC3(CC2)NC(=O)NC3=O)cc1NS(=O)(=O)c1ccc(C(F)(F)F)cc1,110,1
1051,OC1=C(NS(=O)(C)=O)C=C(C(O)CNC(C)(C)CC2=CC=CC=C2)C=C1.Cl,Zinterol hydrochloride,37989,"N-[5-[2-[(1,1-Dimethyl-2-phenylethyl)amino]-1-hydroxyethyl]-2-hydroxyphenyl]methanesulphonamide hydrochloride",C19H26N2O4S,[37000-20-7],414.95,7-TM Receptors,Adrenergic Beta-2 Receptors,Agonist,Selective ?2 agonist,4,CC(C)(Cc1ccccc1)NCC(O)c1ccc(O)c(NS(C)(=O)=O)c1,431,1
1061,Cl.[H][C@]12CCCN(CCC)[C@]1([H])CC1=CNN=C1C2,(-)-Quinpirole hydrochloride,55397,"(4aR-trans)-4,4a,5,6,7,8,8a,9-Octahydro-5-propyl-1H-pyrazolo[3,4-g]quinoline hydrochloride",C13H21N3.HCl,[85798-08-9],287.31,7-TM Receptors,Non-selective Dopamine,Agonist,Selective D2-like agonist,17,CCCN1CCC[C@@H]2Cc3n[nH]cc3C[C@H]21,37,1
1063,NC1=NC(NCCC4=CC=C(CCC(O)=O)C=C4)=NC2=C1N=CN2[C@@H]3O[C@H]([C@](NCC)=O)[C@@H](O)[C@H]3O.Cl,CGS 21680 hydrochloride,10256643,4-[2-[[6-Amino-9-(N-ethyl-?-D-ribofuranuronamidosyl)-9H-purin-2-yl]amino]ethyl]benzenepropanoic acid hydrochloride,C23H29N7O6.HCl,[124431-80-7],549.5,7-TM Receptors,Adenosine A2A Receptors,Agonist,A2A agonist,16,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)O)cc4)nc32)[C@H](O)[C@@H]1O,842,0
1080,Br.CCCN(CCC)[C@@H]1CCC2=CC=CC(O)=C2C1,(R)-(+)-8-Hydroxy-DPAT hydrobromide,11957570,(2R)-(+)-8-Hydroxy-2-(di-n-propylamino)tetralin hydrobromide,C16H25NO.HBr,[78095-19-9],328.29,7-TM Receptors,5-HT1A Receptors,Agonist,Selective 5-HT1A agonist; enantiomer of 8-Hydroxy-DPAT hydrobromide (Cat. No. 0529),8,CCCN(CCC)[C@@H]1CCc2cccc(O)c2C1,120,1
1081,Cl[H].OC(=O)C1CCCN(CC\C=C(\C2=CC=CC=C2)C2=CC=CC=C2)C1,SKF 89976A hydrochloride,6917797,"1-(4,4-Diphenyl-3-butenyl)-3-piperidinecarboxylic acid hydrochloride",C22H25NO2.HCl,[85375-15-1],371.91,Transporters,GABA Transporters,Inhibitor,Potent GAT-1 inhibitor; brain penetrant,1,O=C(O)C1CCCN(CCC=C(c2ccccc2)c2ccccc2)C1,298,1
1088,OP(CC1CCCCC1)(C[C@@H](O)CN[C@@H](C)C2=CC(Cl)=C(Cl)C=C2)=O.Cl,CGP 54626 hydrochloride,197583,"[S-(R*,R*)]-[3-[[1-(3,4-Dichlorophenyl)ethyl]amino]-2-hydroxypropyl](cyclohexylmethyl) phosphinic acid",C18H28Cl2NO3P.HCl,[149184-21-4],444.76,7-TM Receptors,GABAB Receptors,Antagonist,Potent and selective GABAB antagonist,2,C[C@H](NC[C@H](O)CP(=O)(O)CC1CCCCC1)c1ccc(Cl)c(Cl)c1,624,1
1097,O=C2[C@@]3(C)C([C@@]4(OC(C)=O)[C@H](OC4)C[C@@H]3O)[C@H](OC(C7=CC=CC=C7)=O)[C@@]1(O)[C@](C)(C)C([C@H]2OC(C)=O)=C(C)[C@@H](OC([C@H](O)[C@H]([C@]5=CC=CC=C5)NC(C6=CC=CC=C6)=O)=O)C1,Taxol,441276,"[2aR-[2a?,4?,4a?,6?,9?(?R*,?S*),11?,12?,12a?,12b?]]-?-(Benzoylamino)-?-hydroxy-6,12b-bis(acetyloxy)-12-(benzoyloxy)-2a,3,4,4a,5,6,9,10,11,12,12,12b-dodecahydro-4,11-dihydroxy-4a,8,13,13-tetramethyl-5-oxo-7,11-methano-1H-cyclodeca[3,4]benz[1,2-b]oxet-9-yl ester benzenepropanoic acid",C47H51NO14,[33069-62-4],862.93,Cell biology,Microtubules,Other,Promotes assembly and inhibits disassembly of microtubules,8,CC(=O)O[C@H]1C(=O)[C@@]2(C)C([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,14,1
1098,COC1=CC=C(\C=C\C(=O)NC2=CC=CC=C2C(O)=O)C=C1OC,Tranilast,5282230,"2-[[3-(3,4-Dimethoxyphenyl)-1-oxo-2-propenyl]amino]benzoic acid",C18H17NO5,[53902-12-8],327.34,Other Pharmacology,Miscellaneous Compounds,Other,Antiallergic; inhibits inflammatory mediator release from mast cells,1,COc1ccc(/C=C/C(=O)Nc2ccccc2C(=O)O)cc1OC,534,1
1099,C=C[C@](C3)(C)O[C@]2(C)[C@@H](OC(C)=O)[C@@H](O)[C@@]1([H])C(C)(C)CC[C@H](O)[C@@](C)1[C@](O)2C3=O,Forskolin,47936,"[3R-(3?,4a?,5?,6?,6a?,10?,10a?,10b?)]-5-(Acetyloxy)-3-ethenyldodecahydro-6,10,10b-trihydroxy-3,4a,7,7,10a-pentamethyl-1H-naphtho[2,1-b]pyran-1-one",C22H34O7,[66575-29-9],410.51,Enzymes,Adenylyl Cyclase,Activator,Adenylyl cyclase activator,3,C=C[C@@]1(C)CC(=O)[C@@]2(O)[C@](C)(O1)[C@@H](OC(C)=O)[C@@H](O)[C@H]1C(C)(C)CC[C@H](O)[C@@]12C,15,1
1102,O=C1C=CC2=C(C(O)=CC=C2[C@@]([H])(O)[C@@](NC(C)C)(CC)[H])N1.Cl,Procaterol hydrochloride,43091,(�)-erythro-8-Hydroxy-5-[1-hydroxy-2-(isopropylamino)butyl]carbostyril hydrochloride,C16H22N2O3.HCl,[62929-91-3],398.88,7-TM Receptors,Adrenergic Beta-2 Receptors,Agonist,Potent ?2 agonist,3,CC[C@H](NC(C)C)[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,809,1
1110,OC1=CC=C(C=C1)C1=COC2=C(C(O)=CC(O)=C2)C1=O,Genistein,5280961,"5,7-Dihydroxy-3-(4-hydroxyphenyl)-4H-1-benzopyran-4-one",C15H10O5,[446-72-0],270.24,Enzyme-Linked Receptors,EGFR,Inhibitor,EGFR kinase inhibitor. Also estrogen and PPAR? ligand,4,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,800,1
1114,ClC1=CC=C2NC(=O)CSC(C3=CC=CC=C3Cl)C2=C1,CGP 37157,2688,"7-Chloro-5-(2-chlorophenyl)-1,5-dihydro-4,1-benzothiazepin-2(3H)-one",C15H11Cl2NOS,[75450-34-9],324.22,Transporters,Na+/Ca2+ Exchanger,Inhibitor,Antagonist of mitochondrial Na+/Ca2+ exchange,4,O=C1CSC(c2ccccc2Cl)c2cc(Cl)ccc2N1,767,1
1130,Cl.O=C1C=C(OC2=C1C=CC=C2C1=CC=CC=C1)N1CCOCC1,LY 294002 hydrochloride,11957589,2-(4-Morpholinyl)-8-phenyl-4H-1-benzopyran-4-one hydrochloride,C19H17NO3.HCl,[934389-88-5],352.82,Enzymes,PI 3-Kinase,Inhibitor,Prototypical PI 3-kinase inhibitor; also inhibits other kinases,4,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12,308,1
1140,[Na+].[H][C@@]12COP([O-])(=O)O[C@@]1([H])[C@@H](O)[C@@H](O2)N1C(Br)=NC2=C1N=CN=C2N,"8-Bromo-cAMP, sodium salt",23702958,"8-Bromoadenosine-3',5'-cyclic monophosphate sodium salt",C10H10BrN5NaO6P,[76939-46-3],466.12,Cell biology,cAMP,Other,Cell-permeable cAMP analog,8,Nc1ncnc2c1nc(Br)n2[C@@H]1O[C@@H]2COP(=O)([O-])O[C@H]2[C@H]1O,839,1
1141,[Na+].[H][C@@]12COP([O-])(=O)O[C@@]1([H])[C@@H](OC(=O)CCC)[C@@H](O2)N1C=NC2=C1N=CN=C2NC(=O)CCC,"Dibutyryl-cAMP, sodium salt",23663967,"N6,O2'-Dibutyryl adenosine 3',5'-cyclic monophosphate sodium salt",C18H23N5NaO8P,[16980-89-5],500.38,Cell biology,cAMP,Other,Cell-permeable cAMP analog,14,CCCC(=O)Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2COP(=O)([O-])O[C@H]2[C@H]1OC(=O)CCC,839,0
1202,CS(=O)C1=CC=C(C=C1)C1=NC(=C(N1)C1=CC=NC=C1)C1=CC=C(F)C=C1,SB 203580,176155,4-[5-(4-Fluorophenyl)-2-[4-(methylsulfonyl)phenyl]-1H-imidazol-4-yl]pyridine,C21H16FN3OS,[152121-47-6],377.44,Enzymes,p38,Inhibitor,Selective inhibitor of p38 MAPK,5,CS(=O)c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,57,1
1206,CC(=O)NNC(=O)N1CC2=C(OC3=CC=C(Cl)C=C13)C=CC=C2,SC 19220,4336830,"8-Chloro-dibenzo(Z)[b,f][1,4]oxazepine-10(11H)-carboxylic acid, 2-acetylhydrazide",C16H14ClN3O3,[19395-87-0],331.76,7-TM Receptors,Prostanoid Receptors,Antagonist,Selective EP1 receptor antagonist,3,CC(=O)NNC(=O)N1Cc2ccccc2Oc2ccc(Cl)cc21,640,0
1212,Cl.CC1=CC=CC(=N1)C#CC1=CC=CC=C1,MPEP hydrochloride,9794588,2-Methyl-6-(phenylethynyl)pyridine hydrochloride,C14H11N.HCl,[219911-35-0],229.71,7-TM Receptors,Glutamate (Metabotropic) Group I Receptors,Antagonist,Potent mGlu5 antagonist; also positive allosteric modulator of mGlu4 receptors,10,Cc1cccc(C#Cc2ccccc2)n1,722,1
1213,COC1=C(N)C(=CC=C1)C1=CC(=O)C2=CC=CC=C2O1,PD 98059,9794588,2-(2-Amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,C16H13NO3,[167869-21-8],267.28,Enzymes,MEK,Inhibitor,MEK inhibitor,9,COc1cccc(-c2cc(=O)c3ccccc3o2)c1N,805,1
1217,ClC1=CC=C2N=C(NC(=O)CC3=CC=CC=C3)N3N=C(N=C3C2=C1)C1=CC=CO1,MRS 1220,393595,"N-[9-Chloro-2-(2-furanyl)[1,2,4]-triazolo[1,5-c]quinazolin-5-yl]benzene acetamide",C21H14ClN5O2,[183721-15-5],403.83,7-TM Receptors,Adenosine A3 Receptors,Antagonist,Highly potent and selective hA3 antagonist,4,O=C(Cc1ccccc1)Nc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12,164,0
1223,[H][C@@](OCC1=CC=CC=C1)(C(O)=O)[C@@]([H])(C(O)=O)N.[H][C@](OCC2=CC=CC=C2)(C(O)=O)[C@]([H])(C(O)=O)N,DL-TBOA,90479771,DL-threo-?-Benzyloxyaspartic acid,C11H13NO5,[205309-81-5],243.73,Transporters,Glutamate Transporters,Inhibitor,Selective non-transportable inhibitor of EAATs,15,N[C@H](C(=O)O)[C@H](OCc1ccccc1)C(=O)O,209,1
1226,OC(C(OC)=C3)=C(OC)C=[C@@]3[C@@H]2C1=CC6=C(OCO6)C=C1[C@@H](O[C@]4([H])O[C@@](CO[C@@H](C)O7)([H])[C@]7([H])[C@H](O)[C@H]4O)[C@@H]5[C@@H]2[C@](OC5)=O,Etoposide,36462,"[5R-[5?,5a?,8a?,9?(R*)]]-9-[(4,6-?-Ethylidene-?-D-glucopyranosyl)oxy]-5,8,8a,9-tetrahydro-5-(4-hydroxy-3,5-dimethoxyphenyl)furo[3',4':6,7]naphtho[2,3-d]-1,3-dioxol-6-(5aH)-one",C29H32O13,[33419-42-0],597.57,Enzymes,DNA Topoisomerase,Inhibitor,Topoisomerase II inhibitor,6,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,16,1
1244,CS(O)(=O)=O.NC(=N)SCCC1=CC=C(OCC2=CC=C(C=C2)[N+]([O-])=O)C=C1,KB-R7943 mesylate,9823846,2-[2-[4-(4-Nitrobenzyloxy)phenyl]ethyl]isothiourea mesylate,C16H17N3O3S.CH3SO3H,[182004-65-5],427.49,Transporters,Na+/Ca2+ Exchanger,Inhibitor,Na+/Ca2+ exchange inhibitor (reverse mode),3,N=C(N)SCCc1ccc(OCc2ccc([N+](=O)[O-])cc2)cc1,440,1
1248,Cl.C[C@H](NC[C@H](O)CP(O)(=O)CC1=CC=CC=C1)C1=CC=C(Cl)C(Cl)=C1,CGP 55845 hydrochloride,5311042,"(2S)-3-[[(1S)-1-(3,4-Dichlorophenyl)ethyl]amino-2-hydroxypropyl](phenylmethyl)phosphinic acid hydrochloride",C18H22Cl2NO3P.HCl,[149184-22-5],438.71,7-TM Receptors,GABAB Receptors,Antagonist,Potent and selective GABAB antagonist,9,C[C@H](NC[C@H](O)CP(=O)(O)Cc1ccccc1)c1ccc(Cl)c(Cl)c1,624,0
1253,O=C(NC(C)(C)C)[C@@]([C@]3=CC=CC=C3)([H])CN(CC2)CCN2C1=C(OC)C=CC=C1.Cl.Cl,(S)-WAY 100135 dihydrochloride,6604839,(S)-N-tert-Butyl-3-(4-(2-methoxyphenyl)-piperazin-1-yl)-2-phenylpropanamide dihydrochloride,C24H33N3O2.2HCl,[149007-54-5],477.48,7-TM Receptors,5-HT1A Receptors,Antagonist,Potent and selective 5-HT1A antagonist,6,COc1ccccc1N1CCN(C[C@H](C(=O)NC(C)(C)C)c2ccccc2)CC1,350,1
1262,Br.COC1=CC=C(C=C1)C1=NN(CCCC(O)=O)C(=N)C=C1,SR 95531 hydrobromide,107895,6-Imino-3-(4-methoxyphenyl)-1(6H)-pyridazinebutanoic acid hydrobromide,C15H17N3O3.HBr,[104104-50-9],368.23,Ion Channels,GABAA Receptors,Antagonist,Competitive and selective GABAA antagonist,14,COc1ccc(-c2ccc(=N)n(CCCC(=O)O)n2)cc1,412,1
1264,OC1=CC=C(C=C1)C1=NC(=C(N1)C1=CC=NC=C1)C1=CC=C(F)C=C1,SB 202190,16759148,4-[4-(4-Fluorophenyl)-5-(4-pyridinyl)-1H-imidazol-2-yl]phenol,C20H14N3OF,[152121-30-7],335.85,Enzymes,p38,Inhibitor,"Potent, selective inhibitor of p38 MAPK",5,Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,57,0
1296,Cl.OC(=O)C1=CCCN(CCOC(C2=CC=C(C=C2)C(F)(F)F)C2=CC=C(C=C2)C(F)(F)F)C1,CI 966 hydrochloride,198692,"1-[2-[bis[4-(Trifluoromethyl)phenyl]methoxy]ethyl]-1,2,5,6-tetrahydropyridine-3-carboxylic acid hydrochloride",C23H21F6NO3.HCl,[110283-66-4],509.87,Transporters,GABA Transporters,Inhibitor,Selective inhibitor of GAT-1,1,O=C(O)C1=CCCN(CCOC(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)C1,288,1
1305,CCOC(=O)C1=C(C)NC(=S)NC1C1=CC(O)=CC=C1,Monastrol,5353454,"1,2,3,4-Tetrahydro-4-(3-hydroxyphenyl)-6-methyl-2-thioxo-5-pyrimidinecarboxylic acid, ethyl ester",C14H16N2O3S,[254753-54-3],292.35,Enzymes,Kinesin,Inhibitor,Selective inhibitor of mitotic kinesin Eg5,4,CCOC(=O)C1=C(C)NC(=S)NC1c1cccc(O)c1,124,1
1312,CC1=C(C)C(NC2=CC(Cl)=NC(SCC(O)=O)=N2)=CC=C1,WY 14643,5694,"[[4-Chloro-6-[(2,3-dimethylphenyl)amino]-2-pyrimidinyl]thio]acetic acid",C14H14ClN3O2S,[50892-23-4],323.8,Nuclear Receptors,PPARalpha Receptors,Agonist,Selective PPAR? agonist,5,Cc1cccc(Nc2cc(Cl)nc(SCC(=O)O)n2)c1C,490,1
1317,Cl.CCCOC1=CC=C2NC=C(C2=N1)C1=CCNCC1,CP 94253 hydrochloride,11652258,"5-Propoxy-3-(1,2,3,6-tetrahydro-4-pyridinyl)-1H-pyrrolo[3,2-b]pyridine hydrochloride",C15H19N3O.HCl,[845861-39-4],298.3,7-TM Receptors,5-HT1B Receptors,Agonist,Potent and selective 5-HT1B agonist,4,CCCOc1ccc2[nH]cc(C3=CCNCC3)c2n1,564,1
1324,Cl.COC1(COC2=CC=CC=C2O1)C1=NCCN1,RX 821002 hydrochloride,11957683,"2-(2,3-Dihydro-2-methoxy-1,4-benzodioxin-2-yl)-4,5-dihydro-1H-imidazole hydrochloride",C12H14N2O3.HCl,[109544-45-8],270.72,7-TM Receptors,Adrenergic Alpha-2 Receptors,Antagonist,"Potent, selective ?2D antagonist",4,COC1(C2=NCCN2)COc2ccccc2O1,360,1
1327,O=C(N3[C@]([H])2CCC3)C4=C(C=CC(OC)=C4)N1C2=C(C(OCC)=O)N=C1,"L-655,708",5311203,"11,12,13,13a-Tetrahydro-7-methoxy-9-oxo-9H-imidazo[1,5-a]pyrrolo[2,1-c][1,4]benzodiazepine-1-carboxylic acid, ethyl ester",C18H19N3O4,[130477-52-0],341.37,Ion Channels,GABAA Receptors,Benzodiazepine,Benzodiazepine inverse agonist; selective for ?5-containing GABAA receptors,6,CCOC(=O)c1ncn2c1[C@@H]1CCCN1C(=O)c1cc(OC)ccc1-2,342,1
1328,CCOC(=O)C1=C2CN(C)C(=O)C3=CC(F)=CC=C3N2C=N1,Flumazenil,3373,"8-Fluoro-5,6-dihydro-5-methyl-6-oxo-4H-imidazo[1,5-a][1,4]benzodiazepine-3-carboxylic acid, ethyl ester",C15H14FN3O3,[78755-81-4],303.29,Ion Channels,GABAA Receptors,Benzodiazepine,Benzodiazepine antagonist,4,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,342,0
1332,OC[C@@H](CC)NC1=NC(N(C(C)C)C=N2)=C2C(NCC3=CC=CC=C3)=N1,Roscovitine,160355,(2R)-2-[[9-(1-Methylethyl)-6-[(phenylmethyl)amino]-9H-purin-2-yl]amino]-1-butanol,C19H26N6O,[186692-46-6],354.45,Enzymes,Cyclin-dependent Kinase,Inhibitor,Cdk inhibitor,2,CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,825,0
1349,O=C1NC[C@@H](C2=CC(OC3CCCC3)=C(OC)C=C2)C1,(R)-(-)-Rolipram,448055,(4R)-4-[3-(Cyclopentyloxy)-4-methoxyphenyl]pyrrolidin-2-one,C16H21NO3,[85416-75-7],275.35,Enzymes,Phosphodiesterases,Inhibitor,PDE4 inhibitor. More active enantiomer of rolipram (Cat. No. 0905),15,COc1ccc([C@@H]2CNC(=O)C2)cc1OC1CCCC1,370,0
1372,O=C(NC3=CC(C)=NS3)NC1=CC(C=CN2C)=C2C=C1,SB 204741,3277600,N-(1-Methyl-1H-indolyl-5-yl)-N''-(3-methyl-5-isothiazolyl)urea,C14H14N4OS,[152239-46-8],286.35,7-TM Receptors,5-HT2B Receptors,Antagonist,"Potent, selective 5-HT2B antagonist",3,Cc1cc(NC(=O)Nc2ccc3c(ccn3C)c2)sn1,469,1
1393,O=C(C2=C(C)C(C4=CC=CC=C4)=NC3=CC=CC=C23)N[C@@H](CC)C1=CC=CC=C1,SB 222200,6604009,3-Methyl-2-phenyl-N-[(1S)-1-phenylpropyl]-4-quinolinecarboxamide,C26H24N2O,[174635-69-9],380.48,7-TM Receptors,NK3 Receptor,Antagonist,"Potent, selective non-peptide NK3 antagonist. Brain penetrant",2,CC[C@H](NC(=O)c1c(C)c(-c2ccccc2)nc2ccccc12)c1ccccc1,241,1
1398,BrC1=CC=C2NC3=C(CC(=O)NC4=CC=CC=C34)C2=C1,Kenpaullone,3820,"9-Bromo-7,12-dihydro-indolo[3,2-d][1]benzazepin-6(5H)-one",C16H11BrN2O,[142273-20-9],331.68,Enzymes,Glycogen Synthase Kinase 3,Inhibitor,GSK-3? inhibitor; also inhibits cdks,2,O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ccccc2N1,789,1
1400,C\N=C1SN(C3=CC=CC=C3)C(C2=CC=CC=C2)=N/1.Br,SCH 202676 hydrobromide,9884675,"N-(2,3-Diphenyl-1,2,4-thiadiazol-5(2H)-ylidene)methanamine hydrobromide",C15H13N3S.HBr,[265980-25-4],348.26,Enzymes,Heterotrimeric G-protein GTPases,Inhibitor,Inhibitor of ligand binding to G-protein-coupled receptors,1,C/N=c1/nc(-c2ccccc2)n(-c2ccccc2)s1,243,1
1407,CC(C)(C)N1N=C(C2=C(N)N=CN=C12)C1=CC=C(Cl)C=C1,PP 2,4878,"3-(4-chlorophenyl) 1-(1,1-dimethylethyl)-1H-pyrazolo[3,4-d]pyrimidin-4-amine",C15H16ClN5,[172889-27-9],301.78,Enzymes,Src Kinases,Inhibitor,"Potent, selective Src family kinase inhibitor",3,CC(C)(C)n1nc(-c2ccc(Cl)cc2)c2c(N)ncnc21,834,1
1408,CC1=CC(NC(=O)NC2N=C(C3=CC=CC=C3)C3=CC=CC=C3N(CC(=O)C3=C(C)C=CC=C3)C2=O)=CC=C1,YM 022,3452843,"(R)-N-[2,3-Dihydro-1-[2-(2-methylphenyl)-2-oxoethyl]-2-oxo-5-phenyl-1H-1,4-benzodiazepin-3-yl]-N'-(3-methylphenyl)-urea",C32H28N4O3,[145084-28-2],516.6,7-TM Receptors,CCK2 Receptor,Antagonist,"Highly potent, selective non-peptide CCK2 antagonist",1,Cc1cccc(NC(=O)NC2N=C(c3ccccc3)c3ccccc3N(CC(=O)c3ccccc3C)C2=O)c1,251,0
1412,O[C@H]1[C@H](N(C)S(=O)(CC)=O)C2=C(C=CC(C#N)=C2)OC(C)1C.O[C@@H]3[C@@H](N(C)S(=O)(CC)=O)C4=C(C=CC(C#N)=C4)OC(C)3C,Chromanol 293B,121846,"trans-N-[6-Cyano-3,4-dihydro-3-hydroxy-2,2-dimethyl-2H-1-benzopyran-4-yl]-N-methyl-ethanesulfonamide",C15H20N2O4S,[163163-23-3],324.39,Ion Channels,Voltage-Gated Potassium Channels,Blocker,IKs blocker. Also blocks ICFTR,1,CCS(=O)(=O)N(C)[C@@H]1c2cc(C#N)ccc2OC(C)(C)[C@H]1O,74,1
1418,OC1=CC=C(C=C1)\C=C\C1=CC(O)=CC(O)=C1,Resveratrol,445154,"5-[(1E)-2-(4-Hydroxyphenyl)ethenyl]-1,3,benzenediol",C14H12O3,[501-36-0],230.05,Enzymes,Cyclooxygenase,Inhibitor,Cyclooxygenase inhibitor,4,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,888,0
1422,CCN1C(=O)NC2=C1C=C(Cl)C(Cl)=C2,DCEBIO,656765,"5,6-Dichloro-1-ethyl-1,3-dihydro-2H-benzimidazol-2-one",C9H8Cl2N2O,[60563-36-2],231.08,Ion Channels,CFTR,Activator,Activates Cl- conductance and hKCa3.1 channels,3,CCn1c(=O)[nH]c2cc(Cl)c(Cl)cc21,263,0
1426,CCCC1=C(N(N=C1C1=CC=C(O)C=C1)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,PPT,6095481,"4,4',4''-(4-Propyl-[1H]-pyrazole-1,3,5-triyl)trisphenol",C24H22N2O3,[263717-53-9],390.95,Nuclear Receptors,Estrogen and Related Receptors,Agonist,Subtype-selective ER? agonist,8,CCCc1c(-c2ccc(O)cc2)nn(-c2ccc(O)cc2)c1-c1ccc(O)cc1,647,1
1430,CS(=O)(=O)C1=CC=C(C=C1)C1=C(SC(Br)=C1)C1=CC=C(F)C=C1,DuP 697,3177,5-Bromo-2-(4-fluorophenyl)-3-[4-(methylsulfonyl)phenyl]-thiophene,C17H12BrFO2S2,[88149-94-4],411.3,Enzymes,Cyclooxygenase,Inhibitor,Cyclooxygenase-2 (COX-2) inhibitor,1,CS(=O)(=O)c1ccc(-c2cc(Br)sc2-c2ccc(F)cc2)cc1,63,1
1435,NC1=C2N=CN(C3CCCO3)C2=NC=N1,SQ 22536,5270,9-(Tetrahydro-2-furanyl)-9H-purin-6-amine,C9H11N5O,[17318-31-9],205.22,Enzymes,Adenylyl Cyclase,Inhibitor,Adenylyl cyclase inhibitor,2,Nc1ncnc2c1ncn2C1CCCO1,842,0
1436,C1(/N[C@@H]2[C@H]([C@]3=CC=CC=C3)CCC2)=N\CCCCCCCCCCC1.Cl,MDL 12330A hydrochloride,6917816,"(�)-N-[(1R*,2R*)-2-Phenylcyclopentyl]-azacyclotridec-1-en-2-amine hydrochloride",C23H36N2.HCl,[40297-09-4],381.51,Enzymes,Adenylyl Cyclase,Inhibitor,Adenylyl cyclase inhibitor; also cyclic nucleotide PDE inhibitor,2,c1ccc([C@@H]2CCC[C@@H]2N/C2=N/CCCCCCCCCCC2)cc1,135,1
1441,Cl.CN(C)C1=C2C=CC=C(C2=CC=C1)S(=O)(=O)NC1=C(C)C(C)=NO1,BMS 182874 hydrochloride,56972163,"5-(Dimethylamino)-N-(3,4-dimethyl-5-isoxazolyl)-1-naphthalenesulfonamide hydrochloride",C17H19N3O3S.HCl,[1215703-04-0],381.88,7-TM Receptors,Endothelin ETA Receptors,Antagonist,"Highly selective, orally active non-peptide ETA antagonist",1,Cc1noc(NS(=O)(=O)c2cccc3c(N(C)C)cccc23)c1C,852,1
1448,[H]OC(=O)\C=C\C(=O)O[H].COC1=CC=C(C=C1)C[C@H](C)NC[C@@H](O)C1=CC(NC([H])=O)=C(O)C=C1.COC1=CC=C(C=C1)C[C@H](C)NC[C@@H](O)C1=CC(NC([H])=O)=C(O)C=C1,Formoterol hemifumarate,9832292,"(�)-(R,R)-N-[2-Hydroxy-5-[1-hydroxy-2-[[2-(4-methoxyphenyl)-1-methylethyl]amino]ethyl]phenyl] formamide hemifumarate",C19H24N2O4.�C4H4O4,[43229-80-7],420.47,7-TM Receptors,Adrenergic Beta-2 Receptors,Agonist,Potent and selective ?2 agonist,2,COc1ccc(C[C@H](C)NC[C@@H](O)c2ccc(O)c(NC=O)c2)cc1,430,1
