UniProtKB,Entry_Name,Cluster
Q9HC29,NOD2_HUMAN,Nucleotide-binding
Q9Y239,NOD1_HUMAN,Nucleotide-binding
Q7RTR2,NLRC3_HUMAN,Nucleotide-binding
Q86UT6,NLRX1_HUMAN,Nucleotide-binding
P59044,NLRP6_HUMAN,Nucleotide-binding
Q86W26,NAL10_HUMAN,Nucleotide-binding
P07900,HS90A_HUMAN,Chaperone
P08238,HS90B_HUMAN,Chaperone
P14625,ENPL_HUMAN,Chaperone
Q12931,TRAP1_HUMAN,Chaperone
Q13563,PKD2_HUMAN,Channel
Q9P0L9,PK2L1_HUMAN,Channel
Q9NZM6,PK2L2_HUMAN,Channel
O15554,KCNN4_HUMAN,Channel
Q9UGI6,KCNN3_HUMAN,Channel
Q92952,KCNN1_HUMAN,Channel
Q9H2S1,KCNN2_HUMAN,Channel
Q9NYG8,KCNK4_HUMAN,Channel
O95069,KCNK2_HUMAN,Channel
P57789,KCNKA_HUMAN,Channel
Q9HB14,KCNKD_HUMAN,Channel
Q9HB15,KCNKC_HUMAN,Channel
Q9H427,KCNKF_HUMAN,Channel
O14649,KCNK3_HUMAN,Channel
Q9NPC2,KCNK9_HUMAN,Channel
O95279,KCNK5_HUMAN,Channel
Q7Z418,KCNKI_HUMAN,Channel
Q96T55,KCNKG_HUMAN,Channel
Q9Y2U2,KCNK7_HUMAN,Channel
O00180,KCNK1_HUMAN,Channel
Q9Y257,KCNK6_HUMAN,Channel
P37088,SCNNA_HUMAN,Channel
P51170,SCNNG_HUMAN,Channel
P51168,SCNNB_HUMAN,Channel
Q9NY37,ASIC5_HUMAN,Channel
Q96FT7,ASIC4_HUMAN,Channel
Q9UHC3,ASIC3_HUMAN,Channel
P78348,ASIC1_HUMAN,Channel
Q16515,ASIC2_HUMAN,Channel
O60503,ADCY9_HUMAN,Adenylate Cyclase
P13591,NCAM1_HUMAN,Receptor
O15394,NCAM2_HUMAN,Receptor
Q8WZ75,ROBO4_HUMAN,Receptor
Q9UMF0,ICAM5_HUMAN,Receptor
P05362,ICAM1_HUMAN,Receptor
P32942,ICAM3_HUMAN,Receptor
P48357,LEPR_HUMAN,Receptor
Q99665,I12R2_HUMAN,Receptor
P40189,IL6RB_HUMAN,Receptor
Q8NI17,IL31R_HUMAN,Receptor
Q99062,CSF3R_HUMAN,Receptor
P42702,LIFR_HUMAN,Receptor
Q99650,OSMR_HUMAN,Receptor
Q96PH1,NOX5_HUMAN,Oxidase
Q9NPH5,NOX4_HUMAN,Oxidase
Q9Y5S8,NOX1_HUMAN,Oxidase
Q9HBY0,NOX3_HUMAN,Oxidase
P04839,CY24B_HUMAN,Oxidase
P58400,NRX1B_HUMAN,Receptor
P58401,NRX2B_HUMAN,Receptor
Q9HDB5,NRX3B_HUMAN,Receptor
O14786,NRP1_HUMAN,Receptor
O60462,NRP2_HUMAN,Receptor
Q8WWL7,CCNB3_HUMAN,
O00459,P85B_HUMAN,
P27986,P85A_HUMAN,
Q92569,P55G_HUMAN,
Q99572,P2RX7_HUMAN,Purinoceptor
Q9UBL9,P2RX2_HUMAN,Purinoceptor
P56373,P2RX3_HUMAN,Purinoceptor
Q99571,P2RX4_HUMAN,Purinoceptor
P51575,P2RX1_HUMAN,Purinoceptor
Q93086,P2RX5_HUMAN,Purinoceptor
O15547,P2RX6_HUMAN,Purinoceptor
Q8TBX8,PI42C_HUMAN,Nucleotide-binding
P48426,PI42A_HUMAN,Nucleotide-binding
P78356,PI42B_HUMAN,Nucleotide-binding
O60331,PI51C_HUMAN,Nucleotide-binding
Q99755,PI51A_HUMAN,Nucleotide-binding
O14986,PI51B_HUMAN,Nucleotide-binding
Q15047,SETB1_HUMAN,Histone Methyltransferase
Q92800,EZH1_HUMAN,Histone Methyltransferase
Q15910,EZH2_HUMAN,Histone Methyltransferase
P07098,LIPG_HUMAN,Lipase
Q5VXJ0,LIPK_HUMAN,Lipase
Q5VXI9,LIPN_HUMAN,Lipase
Q5VYY2,LIPM_HUMAN,Lipase
P38571,LICH_HUMAN,Lipase
Q9ULH7,MRTFB_HUMAN,DNA-binding
Q8IZQ8,MYCD_HUMAN,DNA-binding
Q969V6,MRTFA_HUMAN,DNA-binding
Q9Y6K1,DNM3A_HUMAN,DNA Methyltransferase
Q9UBC3,DNM3B_HUMAN,DNA Methyltransferase
Q9UBC3,DNM3B_HUMAN,Structural
Q13474,DRP2_HUMAN,Structural
Q9Y4J8,DTNA_HUMAN,Structural
O60941,DTNB_HUMAN,Structural
O14939,PLD2_HUMAN,Phospholipase
Q13393,PLD1_HUMAN,Phospholipase
Q3SYC2,MOGT2_HUMAN,Acyltransferase
Q96PD6,MOGT1_HUMAN,Acyltransferase
Q58HT5,AWAT1_HUMAN,Acyltransferase
Q6E213,AWAT2_HUMAN,Acyltransferase
Q6ZPD8,DG2L6_HUMAN,Acyltransferase
Q96PD7,DGAT2_HUMAN,Acyltransferase
Q86VF5,MOGT3_HUMAN,Acyltransferase
Q92833,JARD2_HUMAN,DNA-binding
Q8NE09,RGS22_HUMAN,
Q9UBN7,HDAC6_HUMAN,Histone Deacetylase
O15379,HDAC3_HUMAN,Histone Deacetylase
Q92769,HDAC2_HUMAN,Histone Deacetylase
Q13547,HDAC1_HUMAN,Histone Deacetylase
Q16654,PDK4_HUMAN,Dehydrogenase
Q15120,PDK3_HUMAN,Dehydrogenase
Q15119,PDK2_HUMAN,Dehydrogenase
Q15118,PDK1_HUMAN,Dehydrogenase
P29144,TPP2_HUMAN,Proteinase
P02748,CO9_HUMAN,
P07357,CO8A_HUMAN,
P07358,CO8B_HUMAN,
P10643,CO7_HUMAN,
P13671,CO6_HUMAN,
Q9HCE9,ANO8_HUMAN,
Q9HD20,AT131_HUMAN,
P15923,TFE2_HUMAN,DNA-binding
Q99081,HTF4_HUMAN,DNA-binding
P15884,ITF2_HUMAN,DNA-binding
P07101,TY3H_HUMAN,Oxygenase
P00439,PH4H_HUMAN,Oxygenase
P17752,TPH1_HUMAN,Oxygenase
Q8IWU9,TPH2_HUMAN,Oxygenase
Q9UBS5,GABR1_HUMAN,GPCR
O75899,GABR2_HUMAN,GPCR
Q9UJW2,TINAG_HUMAN,
Q9GZM7,TINAL_HUMAN,
P07711,CATL1_HUMAN,Cathepsin
O60911,CATL2_HUMAN,Cathepsin
P25774,CATS_HUMAN,Cathepsin
P43235,CATK_HUMAN,Cathepsin
Q9UBX1,CATF_HUMAN,Cathepsin
P53634,CATC_HUMAN,Cathepsin
Q9UBR2,CATZ_HUMAN,Cathepsin
P07858,CATB_HUMAN,Cathepsin
P56202,CATW_HUMAN,Cathepsin
P09668,CATH_HUMAN,Cathepsin
P43234,CATO_HUMAN,Cathepsin
Q4G0N8,SL9C1_HUMAN,Transporter
Q02153,GCYB1_HUMAN,Guanylate Cyclase
P33402,GCYA2_HUMAN,Guanylate Cyclase
Q02108,GCYA1_HUMAN,Guanylate Cyclase
P84550,SKOR1_HUMAN,DNA-binding
Q2VWA4,SKOR2_HUMAN,DNA-binding
Q96MI6,PPM1M_HUMAN,Phosphatase
Q9ULR3,PPM1H_HUMAN,Phosphatase
Q5JR12,PPM1J_HUMAN,Phosphatase
Q9P2J9,PDP2_HUMAN,Phosphatase
Q9P0J1,PDP1_HUMAN,Phosphatase
Q8WY54,PPM1E_HUMAN,Phosphatase
A8MPX8,PP2D1_HUMAN,Phosphatase
Q8N819,PPM1N_HUMAN,Phosphatase
P35813,PPM1A_HUMAN,Phosphatase
O75688,PPM1B_HUMAN,Phosphatase
O15297,PPM1D_HUMAN,Phosphatase
Q15750,TAB1_HUMAN,Phosphatase
O15355,PPM1G_HUMAN,Phosphatase
P49593,PPM1F_HUMAN,Phosphatase
Q9H0C8,ILKAP_HUMAN,Phosphatase
Q5SGD2,PPM1L_HUMAN,Phosphatase
Q8N3J5,PPM1K_HUMAN,Phosphatase
Q9Y2H2,SAC2_HUMAN,Phosphatase
Q13939,CALI_HUMAN,
A6NCF5,KLH33_HUMAN,
Q8IYD2,KLD8A_HUMAN,
Q8IXV7,KLD8B_HUMAN,
Q9P2K6,KLH42_HUMAN,
C9JR72,KBTBD_HUMAN,
Q5VTJ3,KLD7A_HUMAN,
Q96G42,KLD7B_HUMAN,
O94819,KBTBB_HUMAN,
Q9GZU1,MCLN1_HUMAN,Channel
Q8IZK6,MCLN2_HUMAN,Channel
Q8TDD5,MCLN3_HUMAN,Channel
Q8IWA0,WDR75_HUMAN,
A2RRH5,WDR27_HUMAN,
Q8WV16,DCAF4_HUMAN,
Q8NA75,DC4L2_HUMAN,
Q15061,WDR43_HUMAN,
Q8NHV4,NEDD1_HUMAN,
Q8TC44,POC1B_HUMAN,
Q8NBT0,POC1A_HUMAN,
Q9Y4P3,TBL2_HUMAN,
Q86VZ2,WDR5B_HUMAN,
P61964,WDR5_HUMAN,
Q6ZMY6,WDR88_HUMAN,
Q9NWT1,PK1IP_HUMAN,
P43034,LIS1_HUMAN,
Q8N136,DAW1_HUMAN,
Q5JTN6,WDR38_HUMAN,
Q96DI7,SNR40_HUMAN,
Q8N6M6,AMPO_HUMAN,Proteinase
P09960,LKHA4_HUMAN,Proteinase
Q9H4A4,AMPB_HUMAN,Proteinase
Q9HAU8,RNPL1_HUMAN,Proteinase
Q96PD2,DCBD2_HUMAN,Proteinase
Q08431,MFGM_HUMAN,Proteinase
O43854,EDIL3_HUMAN,Proteinase
Q8NC67,NETO2_HUMAN,Proteinase
Q8TDF5,NETO1_HUMAN,Proteinase
Q6UXH9,PAMR1_HUMAN,Proteinase
Q86UP6,CUZD1_HUMAN,Proteinase
Q9BY79,MFRP_HUMAN,Proteinase
Q5VXM1,CDCP2_HUMAN,Proteinase
Q9UKZ9,PCOC2_HUMAN,Proteinase
Q15113,PCOC1_HUMAN,Proteinase
P00734,THRB_HUMAN,Proteinase
P24158,PRTN3_HUMAN,Proteinase
P08246,ELNE_HUMAN,Proteinase
P08861,CEL3B_HUMAN,Proteinase
P09093,CEL3A_HUMAN,Proteinase
Q9UNI1,CELA1_HUMAN,Proteinase
P08217,CEL2A_HUMAN,Proteinase
P08218,CEL2B_HUMAN,Proteinase
P56730,NETR_HUMAN,Proteinase
P30203,CD6_HUMAN,Proteinase
Q08380,LG3BP_HUMAN,Proteinase
O43866,CD5L_HUMAN,Proteinase
Q8WTU2,SRB4D_HUMAN,Proteinase
Q96JQ2,CLMN_HUMAN,Calcium-binding
A8K855,EFCB7_HUMAN,Calcium-binding
Q9NZU7,CABP1_HUMAN,Calcium-binding
P57796,CABP4_HUMAN,Calcium-binding
Q9NPB3,CABP2_HUMAN,Calcium-binding
Q9NP86,CABP5_HUMAN,Calcium-binding
P27482,CALL3_HUMAN,Calcium-binding
P0DP24,CALM2_HUMAN,Calcium-binding
P0DP23,CALM1_HUMAN,Calcium-binding
P0DP25,CALM3_HUMAN,Calcium-binding
O15182,CETN3_HUMAN,Calcium-binding
Q12798,CETN1_HUMAN,Calcium-binding
P41208,CETN2_HUMAN,Calcium-binding
Q96GE6,CALL4_HUMAN,Calcium-binding
Q9NZT1,CALL5_HUMAN,Calcium-binding
Q8TD86,CALL6_HUMAN,Calcium-binding
Q5VUJ9,DRC8_HUMAN,Calcium-binding
Q86V35,CABP7_HUMAN,Calcium-binding
Q9BXU9,CABP8_HUMAN,Calcium-binding
P28340,DPOD1_HUMAN,DNA Polymerase
P51693,APLP1_HUMAN,Amyloid-beta Precursor
Q06481,APLP2_HUMAN,Amyloid-beta Precursor
P05067,A4_HUMAN,Amyloid-beta Precursor
P11387,TOP1_HUMAN,DNA Topoisomerase
Q969P6,TOP1M_HUMAN,DNA Topoisomerase
Q8NG08,HELB_HUMAN,DNA Helicase
P09874,PARP1_HUMAN,Transferase
Q53GL7,PAR10_HUMAN,Transferase
Q8IXQ6,PARP9_HUMAN,Transferase
Q7Z2W4,ZCCHV_HUMAN,Transferase
Q7Z3E1,PARPT_HUMAN,Transferase
Q9H0J9,PAR12_HUMAN,Transferase
Q6PKC3,TXD11_HUMAN,Chaperone
P30101,PDIA3_HUMAN,Chaperone
P13667,PDIA4_HUMAN,Chaperone
Q8N807,PDILT_HUMAN,Chaperone
Q13087,PDIA2_HUMAN,Chaperone
P07237,PDIA1_HUMAN,Chaperone
P07237,PDIA1_HUMAN,Transferase
Q6P2P2,ANM9_HUMAN,Transferase
Q86X55,CARM1_HUMAN,Transferase
P55345,ANM2_HUMAN,Transferase
Q96LA8,ANM6_HUMAN,Transferase
O60678,ANM3_HUMAN,Transferase
Q9NR22,ANM8_HUMAN,Transferase
Q99873,ANM1_HUMAN,Transferase
Q9NPP4,NLRC4_HUMAN,
Q13489,BIRC3_HUMAN,Calcium-binding
Q13490,BIRC2_HUMAN,Calcium-binding
Q9BYZ2,LDH6B_HUMAN,Dehydrogenase
P07195,LDHB_HUMAN,Dehydrogenase
P00338,LDHA_HUMAN,Dehydrogenase
P07864,LDHC_HUMAN,Dehydrogenase
Q92914,FGF11_HUMAN,Growth Factor
Q92915,FGF14_HUMAN,Growth Factor
P61328,FGF12_HUMAN,Growth Factor
P55075,FGF8_HUMAN,Growth Factor
O76093,FGF18_HUMAN,Growth Factor
O60258,FGF17_HUMAN,Growth Factor
Q9NP95,FGF20_HUMAN,Growth Factor
P31371,FGF9_HUMAN,Growth Factor
O43320,FGF16_HUMAN,Growth Factor
Q9GZV9,FGF23_HUMAN,Growth Factor
O95750,FGF19_HUMAN,Growth Factor
Q9NSA1,FGF21_HUMAN,Growth Factor
P09038,FGF2_HUMAN,Growth Factor
P05230,FGF1_HUMAN,Growth Factor
P11487,FGF3_HUMAN,Growth Factor
P21781,FGF7_HUMAN,Growth Factor
Q9HCT0,FGF22_HUMAN,Growth Factor
O15520,FGF10_HUMAN,Growth Factor
P12034,FGF5_HUMAN,Growth Factor
P08620,FGF4_HUMAN,Growth Factor
P10767,FGF6_HUMAN,Growth Factor
Q14703,MBTP1_HUMAN,Proteinase
P41002,CCNF_HUMAN,Cyclin
O95067,CCNB2_HUMAN,Cyclin
P14635,CCNB1_HUMAN,Cyclin
P78396,CCNA1_HUMAN,Cyclin
P20248,CCNA2_HUMAN,Cyclin
Q5T5M9,CCNJ_HUMAN,Cyclin
Q8IV13,CCNJL_HUMAN,Cyclin
Q9H8S5,CCNP_HUMAN,Cyclin
P22674,CCNO_HUMAN,Cyclin
Q16589,CCNG2_HUMAN,Cyclin
P51959,CCNG1_HUMAN,Cyclin
Q14094,CCNI_HUMAN,Cyclin
Q6ZMN8,CCNI2_HUMAN,Cyclin
P24385,CCND1_HUMAN,Cyclin
P30279,CCND2_HUMAN,Cyclin
P30281,CCND3_HUMAN,Cyclin
P24864,CCNE1_HUMAN,Cyclin
O96020,CCNE2_HUMAN,Cyclin
Q5T2S8,ODAD2_HUMAN,Structural
Q8NEU8,DP13B_HUMAN,Structural
Q9UKG1,DP13A_HUMAN,Structural
Q12882,DPYD_HUMAN,Dehydrogenase
P18850,ATF6A_HUMAN,DNA-binding
Q99941,ATF6B_HUMAN,DNA-binding
Q03060,CREM_HUMAN,DNA-binding
P18846,ATF1_HUMAN,DNA-binding
P16220,CREB1_HUMAN,DNA-binding
Q68CJ9,CR3L3_HUMAN,DNA-binding
Q8TEY5,CR3L4_HUMAN,DNA-binding
O43889,CREB3_HUMAN,DNA-binding
Q96BA8,CR3L1_HUMAN,DNA-binding
Q70SY1,CR3L2_HUMAN,DNA-binding
Q14494,NF2L1_HUMAN,DNA-binding
Q9Y4A8,NF2L3_HUMAN,DNA-binding
Q16621,NFE2_HUMAN,DNA-binding
Q16236,NF2L2_HUMAN,DNA-binding
Q9BYV9,BACH2_HUMAN,DNA-binding
B2RXH4,BTBDI_HUMAN,DNA-binding
O14867,BACH1_HUMAN,DNA-binding
P21397,AOFA_HUMAN,Oxidase
P27338,AOFB_HUMAN,Oxidase
Q8NB78,KDM1B_HUMAN,Histone Demethylase
O60341,KDM1A_HUMAN,Histone Demethylase
Q9H3D4,P63_HUMAN,DNA-binding
O15350,P73_HUMAN,DNA-binding
O60313,OPA1_HUMAN,GTPase
O00429,DNM1L_HUMA,GTPase
P20591,MX1_HUMAN,GTPase
P35354,PGH2_HUMAN,Synthase
P23219,PGH1_HUMAN,Synthase
O60427,FADS1_HUMAN,Desaturase
O95864,FADS2_HUMAN,Desaturase
Q9Y5Q0,FADS3_HUMAN,Desaturase
O95251,KAT7_HUMAN,Histone Acetyltransferase
Q92993,KAT5_HUMAN,Histone Acetyltransferase
Q9H7Z6,KAT8_HUMAN,Histone Acetyltransferase
O94880,PHF14_HUMAN,Histone Acetyltransferase
Q8WUB8,PHF10_HUMAN,Histone Acetyltransferase
Q92782,DPF1_HUMAN,Histone Acetyltransferase
Q92785,REQU_HUMAN,Histone Acetyltransferase
Q92784,DPF3_HUMAN,Histone Acetyltransferase
Q9UBF8,PI4KB_HUMAN,Kinase
Q8NEB9,PK3C3_HUMAN,Kinase
Q6ZMZ3,SYNE3_HUMAN,Structural
P12268,IMDH2_HUMAN,Dehydrogenase
P20839,IMDH1_HUMAN,Dehydrogenase
O14672,ADA10_HUMAN,Proteinase
P78536,ADA17_HUMAN,Proteinase
P21266,GSTM3_HUMAN,Transferase
P46439,GSTM5_HUMAN,Transferase
P28161,GSTM2_HUMAN,Transferase
Q03013,GSTM4_HUMAN,Transferase
P09488,GSTM1_HUMAN,Transferase
Q14814,MEF2D_HUMAN,DNA-binding
Q02078,MEF2A_HUMAN,DNA-binding
Q06413,MEF2C_HUMAN,DNA-binding
Q9UBK8,MTRR_HUMAN,Reductase
P16435,NCPR_HUMAN,Reductase
Q9UHB4,NDOR1_HUMAN,Reductase
Q8N6H7,ARFG2_HUMAN,GTPase Activator
Q9NP61,ARFG3_HUMAN,GTPase Activator
P52594,AGFG1_HUMAN,GTPase Activator
Q9NPF8,ADAP2_HUMAN,GTPase Activator
O75689,ADAP1_HUMAN,GTPase Activator
Q8IYB5,SMAP1_HUMAN,GTPase Activator
Q8WU79,SMAP2_HUMAN,GTPase Activator
Q92562,FIG4_HUMAN,Phosphatase
Q9Y6A5,TACC3_HUMAN,Structural
O75410,TACC1_HUMAN,Structural
O14520,AQP7_HUMAN,Channel
O43315,AQP9_HUMAN,Channel
Q92482,AQP3_HUMAN,Channel
P55087,AQP4_HUMAN,Channel
P29972,AQP1_HUMAN,Channel
Q13520,AQP6_HUMAN,Channel
P30301,MIP_HUMAN,Channel
P41181,AQP2_HUMAN,Channel
P55064,AQP5_HUMAN,Channel
Q16572,VACHT_HUMAN,Transporter
Q05940,VMAT2_HUMAN,Transporter
P54219,VMAT1_HUMAN,Transporter
Q13950,RUNX2_HUMAN,DNA-binding
Q01196,RUNX1_HUMAN,DNA-binding
Q13761,RUNX3_HUMAN,DNA-binding
Q86VR7,VS10L_HUMAN,
P19320,VCAM1_HUMAN,
Q13740,CD166_HUMAN,
P43121,MUC18_HUMAN,
P50895,BCAM_HUMAN,
P12757,SKIL_HUMAN,Nucleotide-binding
P12755,SKI_HUMAN,Nucleotide-binding
Q9UGJ0,AAKG2_HUMAN,Nucleotide-binding
P54619,AAKG1_HUMAN,Nucleotide-binding
Q9UGI9,AAKG3_HUMAN,Nucleotide-binding
Q9Y6X5,ENPP4_HUMAN,Nucleotide-binding
Q9UJA9,ENPP5_HUMAN,Nucleotide-binding
Q6UWV6,ENPP7_HUMAN,Nucleotide-binding
Q6UWR7,ENPP6_HUMAN,Nucleotide-binding
Q8NEC5,CTSR1_HUMAN,Channel
Q8NHX9,TPC2_HUMAN,Channel
Q9ULQ1,TPC1_HUMAN,Channel
Q9P2I0,CPSF2_HUMAN,RNA-binding
Q9UKF6,CPSF3_HUMAN,RNA-binding
Q5TA45,INT11_HUMAN,RNA-binding
Q9HD90,NDF4_HUMAN,DNA-binding
Q13562,NDF1_HUMAN,DNA-binding
Q15784,NDF2_HUMAN,DNA-binding
Q96NK8,NDF6_HUMAN,DNA-binding
Q8NFJ8,BHE22_HUMAN,DNA-binding
Q13516,OLIG2_HUMAN,DNA-binding
Q7RTU3,OLIG3_HUMAN,DNA-binding
Q92858,ATOH1_HUMAN,DNA-binding
Q96SQ7,ATOH8_HUMAN,DNA-binding
Q8TAK6,OLIG1_HUMAN,DNA-binding
Q8NDY6,BHE23_HUMAN,DNA-binding
Q8N100,ATOH7_HUMAN,DNA-binding
Q7RTS1,BHA15_HUMAN,DNA-binding
Q9H2A3,NGN2_HUMAN,DNA-binding
Q9Y4Z2,NGN3_HUMAN,DNA-binding
Q92886,NGN1_HUMAN,DNA-binding
Q8IUM7,NPAS4_HUMAN,DNA-binding
P35869,AHR_HUMAN,DNA-binding
P01242,SOM2_HUMAN,Growth Factor
P01241,SOMA_HUMAN,Growth Factor
Q14406,CSHL_HUMAN,Growth Factor
P0DML3,CSH2_HUMAN,Growth Factor
P0DML2,CSH1_HUMAN,Growth Factor
Q03167,TGBR3_HUMAN,Receptor
Q9UF02,CCG5_HUMAN,Voltage-gated Calcium Channel
P62955,CCG7_HUMAN,Voltage-gated Calcium Channel
Q8WXS5,CCG8_HUMAN,Voltage-gated Calcium Channel
Q9UBN1,CCG4_HUMAN,Voltage-gated Calcium Channel
O60359,CCG3_HUMAN,Voltage-gated Calcium Channel
Q9Y698,CCG2_HUMAN,Voltage-gated Calcium Channel
Q5W041,ARMC3_HUMAN,Structural
Q6UUV9,CRTC1_HUMAN,Structural
Q53ET0,CRTC2_HUMAN,Structural
Q6UUV7,CRTC3_HUMAN,Structural
Q86XJ1,GA2L3_HUMAN,Structural
Q8NHY3,GA2L2_HUMAN,Structural
Q8TBG4,AT2L1_HUMAN,Transferase
Q8IUZ5,AT2L2_HUMAN,Transferase
P80404,GABT_HUMAN,Transferase
P04181,OAT_HUMAN,Transferase
Q9BYV1,AGT2_HUMAN,Transferase
P55084,ECHB_HUMAN,Transferase
P09110,THIK_HUMAN,Transferase
P24752,THIL_HUMAN,Transferase
P42765,THIM_HUMAN,Transferase
Q9BWD1,THIC_HUMAN,Transferase
Q15465,SHH_HUMAN,Calcium-binding
O43323,DHH_HUMAN,Calcium-binding
Q14623,IHH_HUMAN,Calcium-binding
Q99835,SMO_HUMAN,GPCR
P06865,HEXA_HUMAN,Hydrolase
P07686,HEXB_HUMAN,Hydrolase
O60733,PLPL9_HUMAN,Phospholipase
Q8NFN8,GP156_HUMAN,GPCR
P30307,MPIP3_HUMAN,Phosphatase
P30305,MPIP2_HUMAN,Phosphatase
P30304,MPIP1_HUMAN,Phosphatase
Q04671,P_HUMAN,Transporter
P78539,SRPX_HUMAN,
O60687,SRPX2_HUMAN,
P04003,C4BPA_HUMAN,
Q5VX71,SUSD4_HUMAN,
P02749,APOH_HUMAN,
Q92537,SUSD6_HUMAN,
P20851,C4BPB_HUMAN,
Q96L08,SUSD3_HUMAN,
P08174,DAF_HUMAN,
P15529,MCP_HUMAN,
Q8TF76,HASP_HUMAN,
P78423,X3CL1_HUMAN,Chemokine
P13236,CCL4_HUMAN,Chemokine
Q8NHW4,CC4L_HUMAN,Chemokine
P10147,CCL3_HUMAN,Chemokine
P16619,CL3L1_HUMAN,Chemokine
Q16627,CCL14_HUMAN,Chemokine
P55774,CCL18_HUMAN,Chemokine
O15444,CCL25_HUMAN,Chemokine
Q16663,CCL15_HUMAN,Chemokine
P55773,CCL23_HUMAN,Chemokine
O00585,CCL21_HUMAN,Chemokine
O00175,CCL24_HUMAN,Chemokine
O15467,CCL16_HUMAN,Chemokine
P78556,CCL20_HUMAN,Chemokine
Q99731,CCL19_HUMAN,Chemokine
P22362,CCL1_HUMAN,Chemokine
P13501,CCL5_HUMAN,Chemokine
Q9Y258,CCL26_HUMAN,Chemokine
O00626,CCL22_HUMAN,Chemokine
Q92583,CCL17_HUMAN,Chemokine
Q9UBD3,XCL2_HUMAN,Chemokine
P47992,XCL1_HUMAN,Chemokine
P80075,CCL8_HUMAN,Chemokine
Q99616,CCL13_HUMAN,Chemokine
P51671,CCL11_HUMAN,Chemokine
P13500,CCL2_HUMAN,Chemokine
P80098,CCL7_HUMAN,Chemokine
Q6NUJ5,PWP2B_HUMAN,DNA-binding
Q96N64,PWP2A_HUMAN,DNA-binding
Q6ZWT7,MBOA2_HUMAN,Acyltransferase
Q6ZNC8,MBOA1_HUMAN,Acyltransferase
P35610,SOAT1_HUMAN,Acyltransferase
O75908,SOAT2_HUMAN,Acyltransferase
Q9NPI1,BRD7_HUMAN,Lysine-binding
Q9H8M2,BRD9_HUMAN,Lysine-binding
Q96EB6,SIR1_HUMAN,Deacetylase
Q01469,FABP5_HUMAN,Fatty-acid binding
O15540,FABP7_HUMAN,Fatty-acid binding
P05413,FABPH_HUMAN,Fatty-acid binding
A6NFH5,FBP12_HUMAN,Fatty-acid binding
P02689,MYP2_HUMAN,Fatty-acid binding
Q0Z7S8,FABP9_HUMAN,Fatty-acid binding
P15090,FABP4_HUMAN,Fatty-acid binding
P12104,FABPI_HUMAN,Fatty-acid binding
P07148,FABPL_HUMAN,Fatty-acid binding
P51161,FABP6_HUMAN,Fatty-acid binding
P29373,RABP2_HUMAN,Fatty-acid binding
P29762,RABP1_HUMAN,Fatty-acid binding
P09455,RET1_HUMAN,Fatty-acid binding
P50120,RET2_HUMAN,Fatty-acid binding
Q96R05,RET7_HUMAN,Fatty-acid binding
P16471,PRLR_HUMAN,Cytokine Receptor
P10912,GHR_HUMAN,Cytokine Receptor
P42701,I12R1_HUMAN,Cytokine Receptor
Q0ZGT2,NEXN_HUMAN,Cytokine Receptor
Q01344,IL5RA_HUMAN,Cytokine Receptor
P15509,CSF2R_HUMAN,Cytokine Receptor
P26951,IL3RA_HUMAN,Cytokine Receptor
P78552,I13R1_HUMAN,Cytokine Receptor
Q9HC73,CRLF2_HUMAN,Cytokine Receptor
P31785,IL2RG_HUMAN,Cytokine Receptor
Q14627,I13R2_HUMAN,Cytokine Receptor
Q8N0Z9,VSI10_HUMAN,Cytokine Receptor
P08887,IL6RA_HUMAN,Cytokine Receptor
O75462,CRLF1_HUMAN,Cytokine Receptor
P26992,CNTFR_HUMAN,Cytokine Receptor
Q14626,I11RA_HUMAN,Cytokine Receptor
Q6UWB1,I27RA_HUMAN,Cytokine Receptor
Q5VWK5,IL23R_HUMAN,Cytokine Receptor
Q86SP6,GP149_HUMAN,GPCR
Q96A54,PAQR1_HUMAN,GPCR
Q86V24,PAQR2_HUMAN,GPCR
Q8TEZ7,PAQR8_HUMAN,GPCR
Q86WK9,PAQR7_HUMAN,GPCR
Q6TCH4,PAQR6_HUMAN,GPCR
Q9NXK6,PAQR5_HUMAN,GPCR
Q6ZVX9,PAQR9_HUMAN,GPCR
Q8N4S7,PAQR4_HUMAN,GPCR
Q6TCH7,PAQR3_HUMAN,GPCR
P13798,ACPH_HUMAN,Hydrolase
Q16820,MEP1B_HUMAN,Proteinase
Q9UGN5,PARP2_HUMAN,Polymerase
Q9Y6F1,PARP3_HUMAN,Polymerase
Q969S8,HDA10_HUMAN,Histone Deacetylase
Q6QHF9,PAOX_HUMAN,Oxidase
Q9NWM0,SMOX_HUMAN,Oxidase
Q9UBT2,SAE2_HUMAN,Ligase
O95352,ATG7_HUMAN,Ligase
P49810,PSN2_HUMAN,Proteinase
P49768,PSN1_HUMAN,Proteinase
Q08397,LOXL1_HUMAN,Oxidase
P28300,LYOX_HUMAN,Oxidase
Q9NVM4,ANM7_HUMAN,Methyltransferase
Q9H981,ARP8_HUMAN,Actin-binding
Q9H9F9,ARP5_HUMAN,Actin-binding
Q9GZN1,ARP6_HUMAN,Actin-binding
Q9NZ32,ARP10_HUMAN,Actin-binding
Q01844,EWS_HUMAN,RNA-binding
P35637,FUS_HUMAN,RNA-binding
Q92804,RBP56_HUMAN,RNA-binding
Q92765,SFRP3_HUMAN,
Q6FHJ7,SFRP4_HUMAN,
