Ensembl_Protein,Entry,Entry name
ENSP00000295113,Q92765,SFRP3_HUMAN
ENSP00000323901,Q14332,FZD2_HUMAN
ENSP00000220772,Q8N474,SFRP1_HUMAN
ENSP00000410715,Q6FHJ7,SFRP4_HUMAN
ENSP00000240093,Q9NPG1,FZD3_HUMAN
ENSP00000229030,Q9ULW2,FZD10_HUMAN
ENSP00000287934,Q9UP38,FZD1_HUMAN
ENSP00000363826,Q9H461,FZD8_HUMAN
ENSP00000274063,Q96HF1,SFRP2_HUMAN
ENSP00000354607,Q13467,FZD5_HUMAN
ENSP00000352185,O75151,PHF2_HUMAN
ENSP00000432786,Q9Y2K7,KDM2A_HUMAN
ENSP00000338868,Q9UPP1,PHF8_HUMAN
ENSP00000366271,Q8NHM5,KDM2B_HUMAN
ENSP00000380692,Q6ZMT4,KDM7A_HUMAN
ENSP00000468411,Q9NZ42,PEN2_HUMAN
ENSP00000468389,K7ERS5,K7ERS5_HUMAN
ENSP00000419628,Q9UKK9,NUDT5_HUMAN
ENSP00000273963,Q9P2G9,KLHL8_HUMAN
ENSP00000270349,Q01959,SC6A3_HUMAN
ENSP00000454967,H3BNR1,H3BNR1_HUMAN
ENSP00000402154,Q02080,MEF2B_HUMAN
ENSP00000271555,Q14814,MEF2D_HUMAN
ENSP00000508246,A0A804HL87,A0A804HL87_HUMAN
ENSP00000055682,Q5QGS0,NEXMI_HUMAN
ENSP00000365757,P48426,PI42A_HUMAN
ENSP00000490163,A0A1B0GUL7,A0A1B0GUL7_HUMAN
ENSP00000302486,Q02750,MP2K1_HUMAN
ENSP00000262948,P36507,MP2K2_HUMAN
ENSP00000489535,A0A0U1RRH6,A0A0U1RRH6_HUMAN
ENSP00000324856,Q15831,STK11_HUMAN
ENSP00000364464,Q8N6M6,AMPO_HUMAN
ENSP00000231368,Q9UIQ6,LCAP_HUMAN
ENSP00000434034,Q9ULV1,FZD4_HUMAN
ENSP00000300093,P53350,PLK1_HUMAN
ENSP00000361158,Q96S53,TESK2_HUMAN
ENSP00000362492,O75027,ABCB7_HUMAN
ENSP00000298316,P62330,ARF6_HUMAN
ENSP00000336606,Q9Y620,RA54B_HUMAN
ENSP00000363229,Q16572,VACHT_HUMAN
ENSP00000369154,O15198,SMAD9_HUMAN
ENSP00000379251,O14965,AURKA_HUMAN
ENSP00000410613,P46934,NEDD4_HUMAN
ENSP00000352069,O00308,WWP2_HUMAN
ENSP00000362804,Q5GLZ8,HERC4_HUMAN
ENSP00000264346,Q8IVU3,HERC6_HUMAN
ENSP00000355326,Q9HCE7,SMUF1_HUMAN
ENSP00000251412,Q9NRH3,TBG2_HUMAN
ENSP00000264071,P04350,TBB4A_HUMAN
ENSP00000377769,Q3SXY8,AR13B_HUMAN
ENSP00000398637,Q5H913,AR13A_HUMAN
ENSP00000269586,A6NH57,ARL5C_HUMAN
ENSP00000362338,Q9NR31,SAR1A_HUMAN
ENSP00000282026,Q969Q4,ARL11_HUMAN
ENSP00000322628,P49703,ARL4D_HUMAN
ENSP00000498350,P40617,ARL4A_HUMAN
ENSP00000483183,B4E3H0,B4E3H0_HUMAN
ENSP00000323847,Q8N4G2,ARL14_HUMAN
ENSP00000339754,P56559,ARL4C_HUMAN
ENSP00000308496,Q8N8L6,ARL10_HUMAN
ENSP00000306010,P18085,ARF4_HUMAN
ENSP00000492671,A0A1W2PS79,A0A1W2PS79_HUMAN
ENSP00000316329,Q86SK9,SCD5_HUMAN
ENSP00000262158,O15105,SMAD7_HUMAN
ENSP00000262445,P45985,MP2K4_HUMAN
ENSP00000358262,Q86WJ1,CHD1L_HUMAN
ENSP00000280871,Q96QE2,MYCT_HUMAN
ENSP00000262455,Q9BS26,ERP44_HUMAN
ENSP00000460380,P35125,UBP6_HUMAN
ENSP00000300896,Q8NFA0,UBP32_HUMAN
ENSP00000348460,Q8IXF0,NPAS3_HUMAN
ENSP00000366898,Q9Y2N7,HIF3A_HUMAN
ENSP00000358210,P81133,SIM1_HUMAN
ENSP00000263734,Q99814,EPAS1_HUMAN
ENSP00000364133,P36897,TGFR1_HUMAN
ENSP00000405004,Q04771,ACVR1_HUMAN
ENSP00000363708,Q13873,BMPR2_HUMAN
ENSP00000241416,P27037,AVR2A_HUMAN
ENSP00000373574,P37023,ACVL1_HUMAN
ENSP00000340361,Q13705,AVR2B_HUMAN
ENSP00000295754,P37173,TGFR2_HUMAN
ENSP00000257963,P36896,ACV1B_HUMAN
ENSP00000380044,P49674,KC1E_HUMAN
ENSP00000333938,Q0ZGT2,NEXN_HUMAN
ENSP00000390353,H7BZM6,H7BZM6_HUMAN
ENSP00000504770,A0A7I2V5Y5,A0A7I2V5Y5_HUMAN
ENSP00000262415,Q14562,DHX8_HUMAN
ENSP00000295101,P48549,KCNJ3_HUMAN
ENSP00000376439,Q9NPI9,KCJ16_HUMAN
ENSP00000341479,Q9UNX9,KCJ14_HUMAN
ENSP00000457807,B7U540,KCJ18_HUMAN
ENSP00000477437,P48051,KCNJ6_HUMAN
ENSP00000240662,Q15842,KCNJ8_HUMAN
ENSP00000345708,Q14654,KCJ11_HUMAN
ENSP00000243457,P63252,KCNJ2_HUMAN
ENSP00000306497,P48050,KCNJ4_HUMAN
ENSP00000463778,Q14500,KCJ12_HUMAN
ENSP00000433295,P48544,KCNJ5_HUMAN
ENSP00000357067,Q92806,KCNJ9_HUMAN
ENSP00000345785,O00144,FZD9_HUMAN
ENSP00000266066,Q5T4F7,SFRP5_HUMAN
ENSP00000351605,O60353,FZD6_HUMAN
ENSP00000249373,Q99835,SMO_HUMAN
ENSP00000500931,A0A0A0MQT0,A0A0A0MQT0_HUMAN
ENSP00000274024,P12104,FABPI_HUMAN
ENSP00000353650,A6NFH5,FBP12_HUMAN
ENSP00000295834,P07148,FABPL_HUMAN
ENSP00000357429,O15540,FABP7_HUMAN
ENSP00000385433,P51161,FABP6_HUMAN
ENSP00000299529,P29762,RABP1_HUMAN
ENSP00000368362,Q0Z7S8,FABP9_HUMAN
ENSP00000232217,P50120,RET2_HUMAN
ENSP00000357205,P29373,RABP2_HUMAN
ENSP00000256103,P02689,MYP2_HUMAN
ENSP00000294435,Q96R05,RET7_HUMAN
ENSP00000272895,Q86UK0,ABCAC_HUMAN
ENSP00000284425,Q8N139,ABCA6_HUMAN
ENSP00000376443,Q8WWZ7,ABCA5_HUMAN
ENSP00000359245,P78363,ABCA4_HUMAN
ENSP00000342216,Q8IUA7,ABCA9_HUMAN
ENSP00000467271,O94911,ABCA8_HUMAN
ENSP00000411096,A0A0A0MT16,A0A0A0MT16_HUMAN
ENSP00000387946,Q13133,NR1H3_HUMAN
ENSP00000361107,P36894,BMR1A_HUMAN
ENSP00000243349,Q8NER5,ACV1C_HUMAN
ENSP00000424940,P51659,DHB4_HUMAN
ENSP00000386456,Q2M2I8,AAK1_HUMAN
ENSP00000307235,Q9NZJ5,E2AK3_HUMAN
ENSP00000265062,P51149,RAB7A_HUMAN
ENSP00000256722,Q5EBM0,CMPK2_HUMAN
ENSP00000362441,P46100,ATRX_HUMAN
ENSP00000273352,Q96K78,AGRG7_HUMAN
ENSP00000283296,Q8IZF2,AGRF5_HUMAN
ENSP00000327246,P32241,VIPR1_HUMAN
ENSP00000272847,P49190,PTH2R_HUMAN
ENSP00000311545,Q14246,AGRE1_HUMAN
ENSP00000261654,Q6QNK2,AGRD1_HUMAN
ENSP00000369198,Q8IZP9,AGRG2_HUMAN
ENSP00000320180,Q02643,GHRHR_HUMAN
ENSP00000290823,Q8IZF4,AGRG5_HUMAN
ENSP00000389295,A0A0C4DG16,A0A0C4DG16_HUMAN
ENSP00000455351,Q9Y653,AGRG1_HUMAN
ENSP00000334952,Q8IWK6,AGRA3_HUMAN
ENSP00000332900,Q86Y34,AGRG3_HUMAN
ENSP00000262178,P41587,VIPR2_HUMAN
ENSP00000242786,P48960,AGRE5_HUMAN
ENSP00000402723,Q03431,PTH1R_HUMAN
ENSP00000430945,O14514,AGRB1_HUMAN
ENSP00000326060,P34998,CRFR1_HUMAN
ENSP00000376177,Q16602,CALRL_HUMAN
ENSP00000360299,Q5T601,AGRF1_HUMAN
ENSP00000262441,O95838,GLP2R_HUMAN
ENSP00000355328,O94910,AGRL1_HUMAN
ENSP00000359778,Q9HBW9,AGRL4_HUMAN
ENSP00000283303,Q8IZF3,AGRF4_HUMAN
ENSP00000306620,P41586,PACR_HUMAN
ENSP00000019103,P47872,SCTR_HUMAN
ENSP00000356581,Q86SQ4,AGRG6_HUMAN
ENSP00000362353,P43220,GLP1R_HUMAN
ENSP00000377699,Q8IZF6,AGRG4_HUMAN
ENSP00000335156,Q7Z7M1,AGRD2_HUMAN
ENSP00000383558,P47871,GLR_HUMAN
ENSP00000406367,Q96PE1,AGRA2_HUMAN
ENSP00000376384,Q86SQ6,AGRA1_HUMAN
ENSP00000362762,O60241,AGRB2_HUMAN
ENSP00000359630,O60242,AGRB3_HUMAN
ENSP00000498434,A0A494C083,A0A494C083_HUMAN
ENSP00000467494,P48546,GIPR_HUMAN
ENSP00000509478,A0A8I5KUX3,A0A8I5KUX3_HUMAN
ENSP00000347942,P07949,RET_HUMAN
ENSP00000450518,Q92784,DPF3_HUMAN
ENSP00000321618,O60840,CAC1F_HUMAN
ENSP00000307599,Q9UI33,SCNBA_HUMAN
ENSP00000355192,Q13698,CAC1S_HUMAN
ENSP00000496114,Q01118,SCN7A_HUMAN
ENSP00000495601,Q15858,SCN9A_HUMAN
ENSP00000396320,P35499,SCN4A_HUMAN
ENSP00000364586,Q99250,SCN2A_HUMAN
ENSP00000501589,P35498,SCN1A_HUMAN
ENSP00000382563,Q13936,CAC1C_HUMAN
ENSP00000385019,Q9P0X4,CAC1I_HUMAN
ENSP00000487583,Q9UQD0,SCN8A_HUMAN
ENSP00000283254,Q9NY46,SCN3A_HUMAN
ENSP00000398266,Q14524,SCN5A_HUMAN
ENSP00000311579,O95271,TNKS1_HUMAN
ENSP00000458075,H3BVE0,H3BVE0_HUMAN
ENSP00000377250,Q7Z3U7,MON2_HUMAN
ENSP00000363149,O95238,SPDEF_HUMAN
ENSP00000396345,Q3L8U1,CHD9_HUMAN
ENSP00000239027,Q9NRZ9,HELLS_HUMAN
ENSP00000308944,Q14527,HLTF_HUMAN
ENSP00000449038,Q12852,M3K12_HUMAN
ENSP00000360162,B7ZLQ5,B7ZLQ5_HUMAN
ENSP00000497483,O43323,DHH_HUMAN
ENSP00000297261,Q15465,SHH_HUMAN
ENSP00000295731,Q14623,IHH_HUMAN
ENSP00000264399,Q13237,KGP2_HUMAN
ENSP00000343535,Q93009,UBP7_HUMAN
ENSP00000268482,Q92620,PRP16_HUMAN
ENSP00000427562,P42684,ABL2_HUMAN
ENSP00000323315,P00519,ABL1_HUMAN
ENSP00000339182,Q4VNC1,AT134_HUMAN
ENSP00000494937,A0A2R8Y635,A0A2R8Y635_HUMAN
ENSP00000327214,Q9NQ11,AT132_HUMAN
ENSP00000262623,P20648,ATP4A_HUMAN
ENSP00000341942,Q4VNC0,AT135_HUMAN
ENSP00000262839,Q9UL62,TRPC5_HUMAN
ENSP00000419313,P48995,TRPC1_HUMAN
ENSP00000369027,Q9UBN4,TRPC4_HUMAN
ENSP00000499457,P60953,CDC42_HUMAN
ENSP00000346217,Q9H4L7,SMRCD_HUMAN
ENSP00000346440,P15884,ITF2_HUMAN
ENSP00000331057,Q99081,HTF4_HUMAN
ENSP00000262965,P15923,TFE2_HUMAN
ENSP00000250896,Q9HBH9,MKNK2_HUMAN
ENSP00000423972,O96028,NSD2_HUMAN
ENSP00000506939,A0A804HI77,A0A804HI77_HUMAN
ENSP00000301067,O14686,KMT2D_HUMAN
ENSP00000275216,Q96RJ0,TAAR1_HUMAN
ENSP00000356658,Q9Y2T5,GPR52_HUMAN
ENSP00000367120,Q13639,5HT4R_HUMAN
ENSP00000372750,P08912,ACM5_HUMAN
ENSP00000506967,Q8N6U8,GP161_HUMAN
ENSP00000507561,P08173,ACM4_HUMAN
ENSP00000377353,P21728,DRD1_HUMAN
ENSP00000258034,O14804,TAAR5_HUMAN
ENSP00000502667,P20309,ACM3_HUMAN
ENSP00000505686,P08172,ACM2_HUMAN
ENSP00000373169,P35462,DRD3_HUMAN
ENSP00000176183,P21917,DRD4_HUMAN
ENSP00000306490,P11229,ACM1_HUMAN
ENSP00000354394,P42224,STAT1_HUMAN
ENSP00000264657,P40763,STAT3_HUMAN
ENSP00000315768,P52630,STAT2_HUMAN
ENSP00000376134,Q14765,STAT4_HUMAN
ENSP00000273596,Q9BUJ0,ABHEA_HUMAN
ENSP00000349415,Q9NP72,RAB18_HUMAN
ENSP00000334735,Q9Y6M4,KC1G3_HUMAN
ENSP00000263791,Q9P2K8,E2AK4_HUMAN
ENSP00000260187,O75604,UBP2_HUMAN
ENSP00000439737,Q8IXI2,MIRO1_HUMAN
ENSP00000352216,O95528,GTR10_HUMAN
ENSP00000264784,Q9NRM0,GTR9_HUMAN
ENSP00000360966,Q9UGQ3,GTR6_HUMAN
ENSP00000383698,Q6PXP3,GTR7_HUMAN
ENSP00000400325,H7C1H1,H7C1H1_HUMAN
ENSP00000326748,Q9BYW1,GTR11_HUMAN
ENSP00000075120,P11169,GTR3_HUMAN
ENSP00000407287,Q8TDB8,GTR14_HUMAN
ENSP00000364361,Q9NYL2,M3K20_HUMAN
ENSP00000385432,Q9Y6B6,SAR1B_HUMAN
ENSP00000377721,P24468,COT2_HUMAN
ENSP00000075322,Q13822,ENPP2_HUMAN
ENSP00000498074,P22413,ENPP1_HUMAN
ENSP00000350265,O14638,ENPP3_HUMAN
ENSP00000318066,Q9Y6X5,ENPP4_HUMAN
ENSP00000215770,A6NHG4,DDTL_HUMAN
ENSP00000381386,P30046,DOPD_HUMAN
ENSP00000385714,J3KQ18,J3KQ18_HUMAN
ENSP00000384442,Q9UQ88,CD11A_HUMAN
ENSP00000463048,P21127,CD11B_HUMAN
ENSP00000398880,Q9NYV4,CDK12_HUMAN
ENSP00000251413,P23258,TBG1_HUMAN
ENSP00000384084,O60941,DTNB_HUMAN
ENSP00000495214,P02549,SPTA1_HUMAN
ENSP00000298912,Q96JQ2,CLMN_HUMAN
ENSP00000448955,Q86XJ1,GA2L3_HUMAN
ENSP00000484472,P58107,EPIPL_HUMAN
ENSP00000344848,Q15149,PLEC_HUMAN
ENSP00000450831,Q8WXH0,SYNE2_HUMAN
ENSP00000450831,A0A0C4DGK3,A0A0C4DGK3_HUMAN
ENSP00000358866,P21333,FLNA_HUMAN
ENSP00000327145,Q14315,FLNC_HUMAN
ENSP00000360158,P08F94,PKHD1_HUMAN
ENSP00000507501,Q6ZMZ3,SYNE3_HUMAN
ENSP00000369129,P15924,DESP_HUMAN
ENSP00000367655,Q86WI1,PKHL1_HUMAN
ENSP00000396593,A2CJ06,DYTN_HUMAN
ENSP00000261636,P40616,ARL1_HUMAN
ENSP00000442478,Q9UBI4,STML1_HUMAN
ENSP00000246792,P10301,RRAS_HUMAN
ENSP00000321427,Q8NCM2,KCNH5_HUMAN
ENSP00000249750,O94788,AL1A2_HUMAN
ENSP00000346827,P49189,AL9A1_HUMAN
ENSP00000258494,Q3SY69,AL1L2_HUMAN
ENSP00000473990,P43353,AL3B1_HUMAN
ENSP00000225740,P30838,AL3A1_HUMAN
ENSP00000293350,Q8IZ83,A16A1_HUMAN
ENSP00000261601,P54578,UBP14_HUMAN
ENSP00000297598,Q9P0J1,PDP1_HUMAN
ENSP00000322304,Q9H237,PORCN_HUMAN
ENSP00000393596,Q9NR09,BIRC6_HUMAN
ENSP00000301037,A0A5H1ZRP1,A0A5H1ZRP1_HUMAN
ENSP00000404658,Q92800,EZH1_HUMAN
ENSP00000320147,Q15910,EZH2_HUMAN
ENSP00000262189,Q8NEZ4,KMT2C_HUMAN
ENSP00000406549,P21675,TAF1_HUMAN
ENSP00000418379,Q8IZX4,TAF1L_HUMAN
ENSP00000245907,P01024,CO3_HUMAN
ENSP00000287097,Q6YHK3,CD109_HUMAN
ENSP00000223642,P01031,CO5_HUMAN
ENSP00000279387,P60510,PP4C_HUMAN
ENSP00000406046,P28340,DPOD1_HUMAN
ENSP00000443965,P55263,ADK_HUMAN
ENSP00000333946,Q9Y2Z9,COQ6_HUMAN
ENSP00000364145,P16118,F261_HUMAN
ENSP00000369100,Q16875,F263_HUMAN
ENSP00000232375,Q16877,F264_HUMAN
ENSP00000356047,O60825,F262_HUMAN
ENSP00000271651,P43235,CATK_HUMAN
ENSP00000262039,Q8NEB9,PK3C3_HUMAN
ENSP00000501692,Q9UPZ9,CILK1_HUMAN
ENSP00000211287,O15264,MK13_HUMAN
ENSP00000394560,P45984,MK09_HUMAN
ENSP00000490614,A8K340,A8K340_HUMAN
ENSP00000325136,P55084,ECHB_HUMAN
ENSP00000370938,P49336,CDK8_HUMAN
ENSP00000432083,P11142,HSP7C_HUMAN
ENSP00000296088,Q9NRH2,SNRK_HUMAN
ENSP00000375081,Q9BXA7,TSSK1_HUMAN
ENSP00000480722,Q6ZVK8,NUD18_HUMAN
ENSP00000359911,Q9Y3L5,RAP2C_HUMAN
ENSP00000384600,Q96RR4,KKCC2_HUMAN
ENSP00000478874,Q8IU85,KCC1D_HUMAN
ENSP00000419195,Q8NCB2,CAMKV_HUMAN
ENSP00000455607,P15735,PHKG2_HUMAN
ENSP00000340586,Q6P2M8,KCC1B_HUMAN
ENSP00000354861,Q96NX5,KCC1G_HUMAN
ENSP00000365152,Q9H1R3,MYLK2_HUMAN
ENSP00000296550,Q8N568,DCLK2_HUMAN
ENSP00000274643,Q86YV6,MYLK4_HUMAN
ENSP00000509322,Q9BYT3,STK33_HUMAN
ENSP00000500386,Q9UQM7,KCC2A_HUMAN
ENSP00000425824,E9PF82,E9PF82_HUMAN
ENSP00000297373,Q16816,PHKG1_HUMAN
ENSP00000379098,Q13554,KCC2B_HUMAN
ENSP00000353846,O15075,DCLK1_HUMAN
ENSP00000496939,O15554,KCNN4_HUMAN
ENSP00000347655,P43250,GRK6_HUMAN
ENSP00000381129,P32298,GRK4_HUMAN
ENSP00000334876,Q15835,GRK1_HUMAN
ENSP00000508022,Q8WTQ7,GRK7_HUMAN
ENSP00000376609,P34947,GRK5_HUMAN
ENSP00000360973,P50052,AGTR2_HUMAN
ENSP00000357301,Q8TDU9,RL3R2_HUMAN
ENSP00000475344,P35414,APJ_HUMAN
ENSP00000216629,P46663,BKRB1_HUMAN
ENSP00000450482,P30411,BKRB2_HUMAN
ENSP00000273430,P30556,AGTR1_HUMAN
ENSP00000284311,P49685,GPR15_HUMAN
ENSP00000301917,O00155,GPR25_HUMAN
ENSP00000342778,O15355,PPM1G_HUMAN
ENSP00000498976,Q15760,GPR19_HUMAN
ENSP00000314223,Q9GZN0,GPR88_HUMAN
ENSP00000407375,P07203,GPX1_HUMAN
ENSP00000373477,P22352,GPX3_HUMAN
ENSP00000354677,Q96SL4,GPX7_HUMAN
ENSP00000374265,P18283,GPX2_HUMAN
ENSP00000354581,P59796,GPX6_HUMAN
ENSP00000423822,Q8TED1,GPX8_HUMAN
ENSP00000507980,A0A804HKL8,A0A804HKL8_HUMAN
ENSP00000293303,Q6JEL2,KLH10_HUMAN
ENSP00000296585,P17301,ITA2_HUMAN
ENSP00000282588,P56199,ITA1_HUMAN
ENSP00000257879,Q13683,ITA7_HUMAN
ENSP00000264741,Q13797,ITA9_HUMAN
ENSP00000367316,P53708,ITA8_HUMAN
ENSP00000380227,P13612,ITA4_HUMAN
ENSP00000293379,P08648,ITA5_HUMAN
ENSP00000315190,P26006,ITA3_HUMAN
ENSP00000262407,P08514,ITA2B_HUMAN
ENSP00000373854,Q13349,ITAD_HUMAN
ENSP00000327290,Q9UKX5,ITA11_HUMAN
ENSP00000508249,P23229,ITA6_HUMAN
ENSP00000268296,P20702,ITAX_HUMAN
ENSP00000441691,P11215,ITAM_HUMAN
ENSP00000263087,P38570,ITAE_HUMAN
ENSP00000349252,P20701,ITAL_HUMAN
ENSP00000261023,P06756,ITAV_HUMAN
ENSP00000358310,O75578,ITA10_HUMAN
ENSP00000306817,Q9H477,RBSK_HUMAN
ENSP00000433146,Q96K76,UBP47_HUMAN
ENSP00000322249,Q9BRQ5,ORAI3_HUMAN
ENSP00000420178,Q96SN7,ORAI2_HUMAN
ENSP00000420178,C9JQR7,C9JQR7_HUMAN
ENSP00000482568,Q96D31,CRCM1_HUMAN
ENSP00000236877,Q9UPR5,NAC2_HUMAN
ENSP00000440481,A0A7I2SVS4,A0A7I2SVS4_HUMAN
ENSP00000080059,Q8WUI4,HDAC7_HUMAN
ENSP00000509161,Q9UKV0,HDAC9_HUMAN
ENSP00000507606,Q9UQL6,HDAC5_HUMAN
ENSP00000414558,Q8TB40,ABHD4_HUMAN
ENSP00000495778,Q8WTS1,ABHD5_HUMAN
ENSP00000262138,Q9UBN1,CCG4_HUMAN
ENSP00000270458,Q8WXS5,CCG8_HUMAN
ENSP00000270458,A0A1X7SBR8,A0A1X7SBR8_HUMAN
ENSP00000005284,O60359,CCG3_HUMAN
ENSP00000300105,Q9Y698,CCG2_HUMAN
ENSP00000254108,P35637,FUS_HUMAN
ENSP00000474096,Q92804,RBP56_HUMAN
ENSP00000438284,A0A3F2YP58,A0A3F2YP58_HUMAN
ENSP00000345444,Q06481,APLP2_HUMAN
ENSP00000221891,P51693,APLP1_HUMAN
ENSP00000284981,P05067,A4_HUMAN
ENSP00000481728,Q9H172,ABCG4_HUMAN
ENSP00000381467,P45844,ABCG1_HUMAN
ENSP00000237612,Q9UNQ0,ABCG2_HUMAN
ENSP00000314407,P35219,CAH8_HUMAN
ENSP00000289672,Q8TDX9,PK1L1_HUMAN
ENSP00000253255,Q9NTG1,PKDRE_HUMAN
ENSP00000262304,P98161,PKD1_HUMAN
ENSP00000480090,Q7Z443,PK1L3_HUMAN
ENSP00000384513,Q9H222,ABCG5_HUMAN
ENSP00000349297,P49748,ACADV_HUMAN
ENSP00000302393,Q9BYZ2,LDH6B_HUMAN
ENSP00000395337,P00338,LDHA_HUMAN
ENSP00000429065,Q9NV88,INT9_HUMAN
ENSP00000061240,O43897,TLL1_HUMAN
ENSP00000304592,P49327,FAS_HUMAN
ENSP00000361626,P67809,YBOX1_HUMAN
ENSP00000366563,O00329,PK3CD_HUMAN
ENSP00000507222,O00750,P3C2B_HUMAN
ENSP00000509400,O00443,P3C2A_HUMAN
ENSP00000501150,P42338,PK3CB_HUMAN
ENSP00000445381,F5H369,F5H369_HUMAN
ENSP00000313572,Q8IY84,NIM1_HUMAN
ENSP00000254101,O43741,AAKB2_HUMAN
ENSP00000275227,Q6NT16,S18B1_HUMAN
ENSP00000337816,Q9NPA2,MMP25_HUMAN
ENSP00000219070,P08253,MMP2_HUMAN
ENSP00000320043,O75608,LYPA1_HUMAN
ENSP00000345133,Q6DT37,MRCKG_HUMAN
ENSP00000355728,Q5VT25,MRCKA_HUMAN
ENSP00000355728,A0A0A0MRJ1,A0A0A0MRJ1_HUMAN
ENSP00000355237,Q9Y5S2,MRCKB_HUMAN
ENSP00000219797,Q9H7Z6,KAT8_HUMAN
ENSP00000347076,Q96L93,KI16B_HUMAN
ENSP00000387875,Q2VIQ3,KIF4B_HUMAN
ENSP00000496229,Q9UIL4,KIF25_HUMAN
ENSP00000427900,Q9NQT8,KI13B_HUMAN
ENSP00000385545,Q2KJY2,KI26B_HUMAN
ENSP00000349259,Q01082,SPTB2_HUMAN
ENSP00000478537,B7ZKW7,B7ZKW7_HUMAN
ENSP00000360541,P23786,CPT2_HUMAN
ENSP00000264400,Q0VAM2,RGF1B_HUMAN
ENSP00000246957,Q12931,TRAP1_HUMAN
ENSP00000347847,A0A499FIJ6,A0A499FIJ6_HUMAN
ENSP00000401678,Q8IZQ8,MYCD_HUMAN
ENSP00000459626,Q9ULH7,MRTFB_HUMAN
ENSP00000356520,Q08211,DHX9_HUMAN
ENSP00000461518,Q8NET8,TRPV3_HUMAN
ENSP00000352358,Q9H1D0,TRPV6_HUMAN
ENSP00000352358,A0A1X7SBT1,A0A1X7SBT1_HUMAN
ENSP00000297405,Q7Z407,CSMD3_HUMAN
ENSP00000356016,E9PDY4,E9PDY4_HUMAN
ENSP00000356009,P15529,MCP_HUMAN
ENSP00000331736,P16581,LYAM2_HUMAN
ENSP00000263408,P02748,CO9_HUMAN
ENSP00000364621,Q96L08,SUSD3_HUMAN
ENSP00000236147,P14151,LYAM1_HUMAN
ENSP00000299367,P06681,CO2_HUMAN
ENSP00000416561,P00751,CFAB_HUMAN
ENSP00000410815,B4E1Z4,B4E1Z4_HUMAN
ENSP00000356399,P08603,CFAH_HUMAN
ENSP00000356395,Q02985,FHR3_HUMAN
ENSP00000205948,P02749,APOH_HUMAN
ENSP00000362479,Q7Z408,CSMD2_HUMAN
ENSP00000398568,P14222,PERF_HUMAN
ENSP00000362095,O60687,SRPX2_HUMAN
ENSP00000356031,P08174,DAF_HUMAN
ENSP00000356037,P04003,C4BPA_HUMAN
ENSP00000356045,P20851,C4BPB_HUMAN
ENSP00000344424,Q92537,SUSD6_HUMAN
ENSP00000356385,P36980,FHR2_HUMAN
ENSP00000314299,Q03591,FHR1_HUMAN
ENSP00000360281,P07358,CO8B_HUMAN
ENSP00000354458,P07357,CO8A_HUMAN
ENSP00000355843,Q5VX71,SUSD4_HUMAN
ENSP00000312942,Q53EL9,SEZ6_HUMAN
ENSP00000330658,Q13219,PAPP1_HUMAN
ENSP00000481917,A0A087WYL5,A0A087WYL5_HUMAN
ENSP00000248933,Q9BYH1,SE6L1_HUMAN
ENSP00000489225,Q96PZ7,CSMD1_HUMAN
ENSP00000367794,P78539,SRPX_HUMAN
ENSP00000216373,Q07890,SOS2_HUMAN
ENSP00000381599,P20591,MX1_HUMAN
ENSP00000486701,Q9UQ16,DYN3_HUMAN
ENSP00000377941,P12814,ACTN1_HUMAN
ENSP00000378887,Q6IAN0,DRS7B_HUMAN
ENSP00000219240,Q02127,PYRD_HUMAN
ENSP00000354966,Q9Y2E8,SL9A8_HUMAN
ENSP00000256442,P14635,CCNB1_HUMAN
ENSP00000282572,P22674,CCNO_HUMAN
ENSP00000501898,A0A6Q8PFP0,A0A6Q8PFP0_HUMAN
ENSP00000261254,P30279,CCND2_HUMAN
ENSP00000257536,B4DZA8,B4DZA8_HUMAN
ENSP00000322957,Q9P286,PAK5_HUMAN
ENSP00000261716,Q7L7X3,TAOK1_HUMAN
ENSP00000453858,Q9NQU5,PAK6_HUMAN
ENSP00000294066,Q12851,M4K2_HUMAN
ENSP00000377867,Q9P289,STK26_HUMAN
ENSP00000382423,Q13233,M3K1_HUMAN
ENSP00000176763,O94804,STK10_HUMAN
ENSP00000370710,Q9H3R0,KDM4C_HUMAN
ENSP00000306682,O15297,PPM1D_HUMAN
ENSP00000220616,P01266,THYG_HUMAN
ENSP00000495607,A0A087WZU1,A0A087WZU1_HUMAN
ENSP00000318472,P13591,NCAM1_HUMAN
ENSP00000435637,O94779,CNTN5_HUMAN
ENSP00000489900,A0A1B0GTZ4,A0A1B0GTZ4_HUMAN
ENSP00000373964,Q2TAL5,SMTL2_HUMAN
ENSP00000263519,Q16720,AT2B3_HUMAN
ENSP00000354490,P50993,AT1A2_HUMAN
ENSP00000440045,P16615,AT2A2_HUMAN
ENSP00000359424,O15111,IKKA_HUMAN
ENSP00000430684,O14920,IKKB_HUMAN
ENSP00000281821,P54764,EPHA4_HUMAN
ENSP00000364860,Q01974,ROR2_HUMAN
ENSP00000360120,Q01973,ROR1_HUMAN
ENSP00000333266,P41226,UBA7_HUMAN
ENSP00000265354,P11831,SRF_HUMAN
ENSP00000376534,Q9UIF8,BAZ2B_HUMAN
ENSP00000433290,Q9NPC1,LT4R2_HUMAN
ENSP00000307445,Q15722,LT4R1_HUMAN
ENSP00000483003,P46091,CML2_HUMAN
